ticker,series_id,series_desc,metadata_desc,entity_name,cmdty_class,sub_cmdty_desc,asset_name,region_name,country_name,state_name,province_name,status,series_type,sub_region,table_name,mongo_id,metadata_uuid,entity_id
,,,Capital Spending - Forecast,California Resources Corporation,Financial,Capital Budget,,,United States,,,TRUE,,,,579b539b1b71bcbe47e0de89,e24ecc80-5e6d-11e6-aba5-c96124cd7228,558ae049c8dbd68523f2e141
,,,Cash and Cash Equivalents,California Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,57f509dfdf15d7901a674fa5,042afd50-9092-11e6-9c48-7fed9788287a,558ae049c8dbd68523f2e141
,,,Cash Flow from Financing,California Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,57f50986df15d7901a674fa4,beb5ec30-9091-11e6-84ac-6f72467e59c1,558ae049c8dbd68523f2e141
,,,Cash Flow from Investing,California Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,57f50977df15d7901a674fa3,b6d30840-9091-11e6-84ac-6f72467e59c1,558ae049c8dbd68523f2e141
,,,Cash Flow from Operations,California Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,57236ec77a4ce4e550a7c355,af63cdb0-9091-11e6-84ac-6f72467e59c1,558ae049c8dbd68523f2e141
,,,Long Term Debt,California Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,57d9862e3ae611cf7dc76607,a4aae660-9091-11e6-84ac-6f72467e59c1,558ae049c8dbd68523f2e141
,,,Net Income,California Resources Corporation,Financial,,,United States,United States,California,,TRUE,,,,56a6876b3eab55b56001d8e3,cfc51670-f200-11e5-ade8-256df3338c25,558ae049c8dbd68523f2e141
,,,Operating Expenses,California Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,57e45e2f4c3d62134e273f1c,0f4f0280-9092-11e6-9c48-7fed9788287a,558ae049c8dbd68523f2e141
,,,Production,California Resources Corporation,Crude Oil,,,United States,United States,California,,TRUE,,,,569fa08bff90363b6dab6e61,36989800-f200-11e5-ade8-256df3338c25,558ae049c8dbd68523f2e141
,,,Production,California Resources Corporation,Natural Gas Liquids (NGL),,,United States,United States,California,,TRUE,,,,569fa08bff90363b6dab6e61,410a3d20-f200-11e5-ade8-256df3338c25,558ae049c8dbd68523f2e141
,,,Production,California Resources Corporation,Natural Gas,,,United States,United States,California,,TRUE,,,,569fa08bff90363b6dab6e61,7d2f6cd0-f200-11e5-ade8-256df3338c25,558ae049c8dbd68523f2e141
,,,Production,California Resources Corporation,Barrel of Oil Equivalent (BOE),,,United States,United States,California,,TRUE,,,,569fa08bff90363b6dab6e61,68b78e90-f200-11e5-ade8-256df3338c25,558ae049c8dbd68523f2e141
,,,Production and Operating Expenses,California Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,56a698cf3eab55b56001d92a,21680930-9092-11e6-9c48-7fed9788287a,558ae049c8dbd68523f2e141
,,,Production Forecast - Base,California Resources Corporation,Natural Gas,,,United States,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,9ac684b0-2115-11e6-8468-25685919168e,558ae049c8dbd68523f2e141
,,,Production Forecast - Base,California Resources Corporation,Crude Oil,,,United States,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,a3cfc030-2115-11e6-8468-25685919168e,558ae049c8dbd68523f2e141
,,,Production Forecast - Base,California Resources Corporation,Natural Gas Liquids (NGL),,,United States,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,aafd36d0-2115-11e6-8468-25685919168e,558ae049c8dbd68523f2e141
,,,Production Forecast - Base,California Resources Corporation,Barrel of Oil Equivalent (BOE),,,,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,c2281590-5e6a-11e6-aba5-c96124cd7228,558ae049c8dbd68523f2e141
,,,Revenues,California Resources Corporation,Financial,,,United States,United States,California,,TRUE,,,,55b940ef6d0133806cb05cb8,e29add70-f200-11e5-ade8-256df3338c25,558ae049c8dbd68523f2e141
,,,Total Current Liability,California Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,57d997823ae611cf7dc76638,9c469d70-9091-11e6-84ac-6f72467e59c1,558ae049c8dbd68523f2e141
,,,Average Realized Price (Excluding Hedges),Callon Petroleum Company,Barrel of Oil Equivalent (BOE),,,Permian Basin,United States,Texas,,TRUE,,,,564500ed456e418f747bee3c,b5c96fc0-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Capital Spending,Callon Petroleum Company,,,,North America,United States,,,TRUE,,,,57236ef77a4ce4e550a7c357,9b197430-47b8-11e6-9704-55cff9097eb8,558ae049c8dbd68523f2e144
,,,Capital Spending - Forecast,Callon Petroleum Company,Financial,Capital Budget,,Permian Basin,United States,,,TRUE,,,,579b539b1b71bcbe47e0de89,8c44b970-5e69-11e6-aba5-c96124cd7228,558ae049c8dbd68523f2e144
,,,Cash and Cash Equivalents,Callon Petroleum Company,Financial,,,United States,United States,,,TRUE,,,,57f509dfdf15d7901a674fa5,35d32b40-9158-11e6-bb48-5f822257a757,558ae049c8dbd68523f2e144
,,,Cash Flow from Financing,Callon Petroleum Company,Financial,,,United States,United States,,,TRUE,,,,57f50986df15d7901a674fa4,47e728e0-9158-11e6-bb48-5f822257a757,558ae049c8dbd68523f2e144
,,,Cash Flow from Investing,Callon Petroleum Company,Financial,,,United States,United States,,,TRUE,,,,57f50977df15d7901a674fa3,2f51fa30-9158-11e6-bb48-5f822257a757,558ae049c8dbd68523f2e144
,,,Cash Flow from Operations,Callon Petroleum Company,Financial,,,United States,United States,,,TRUE,,,,57236ec77a4ce4e550a7c355,29a6b6c0-9158-11e6-bb48-5f822257a757,558ae049c8dbd68523f2e144
,,,DD&A Expense,Callon Petroleum Company,,,,Permian Basin,United States,Texas,,TRUE,,,,56214f9637340954121ae57a,e32cda10-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,G&A Expenses,Callon Petroleum Company,,,,Permian Basin,United States,Texas,,TRUE,,,,5633cae30b3cfc001a44d610,e92998e0-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Hedges,Callon Petroleum Company,Crude Oil,,,Permian Basin,United States,,,TRUE,,,,58580083f8ca6a325153b31c,2968e110-3022-11e7-88e4-b7e2f29f0321,558ae049c8dbd68523f2e144
,,,Hedges,Callon Petroleum Company,Natural Gas,,,Permian Basin,United States,,,TRUE,,,,58580083f8ca6a325153b31c,33d221c0-3022-11e7-88e4-b7e2f29f0321,558ae049c8dbd68523f2e144
,,,Lease Operating Expenses,Callon Petroleum Company,,,,Permian Basin,United States,Texas,,TRUE,,,,56214f8537340954121ae578,d11978b0-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Long Term Debt,Callon Petroleum Company,Financial,,,United States,United States,,,TRUE,,,,57d9862e3ae611cf7dc76607,21eb5800-9158-11e6-bb48-5f822257a757,558ae049c8dbd68523f2e144
,,,Net Income,Callon Petroleum Company,Earnings,,,Permian Basin,United States,Texas,,TRUE,,,,56a6876b3eab55b56001d8e3,a00bf220-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Production,Callon Petroleum Company,Barrel of Oil Equivalent (BOE),,,Permian Basin,United States,Texas,,TRUE,,,,569fa08bff90363b6dab6e61,5e7fdb00-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Production,Callon Petroleum Company,Natural Gas,,,Permian Basin,United States,Texas,,TRUE,,,,569fa08bff90363b6dab6e61,4c395bb0-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Production,Callon Petroleum Company,Crude Oil,,,Permian Basin,United States,Texas,,TRUE,,,,569fa08bff90363b6dab6e61,96023cd0-000e-11e6-ba54-ef3e0d78b793,558ae049c8dbd68523f2e144
,,,Production Forecast - Base,Callon Petroleum Company,Barrel of Oil Equivalent (BOE),,,Permian Basin,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,b05423a0-5e69-11e6-aba5-c96124cd7228,558ae049c8dbd68523f2e144
,,,Production Forecast - Base,Callon Petroleum Company,Crude Oil,,,Permian Basin,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,9ad50e90-5e69-11e6-aba5-c96124cd7228,558ae049c8dbd68523f2e144
,,,Production Forecast - Base,Callon Petroleum Company,Natural Gas,,,Permian Basin,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,a9b7c970-5e69-11e6-aba5-c96124cd7228,558ae049c8dbd68523f2e144
,,,Production Taxes,Callon Petroleum Company,,,,Permian Basin,United States,Texas,,TRUE,,,,56214f9037340954121ae579,dc900ab0-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Revenues,Callon Petroleum Company,,,,Permian Basin,United States,Texas,,TRUE,,,,55b940ef6d0133806cb05cb8,94129b90-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Revenues,Callon Petroleum Company,Natural Gas,,,Permian Basin,United States,Texas,,TRUE,,,,55b940ef6d0133806cb05cb8,880f59f0-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Revenues,Callon Petroleum Company,Crude Oil,,,Permian Basin,United States,Texas,,TRUE,,,,55b940ef6d0133806cb05cb8,7c5ecc30-00ef-11e6-b78a-8f21cb513ef0,558ae049c8dbd68523f2e144
,,,Total Current Liability,Callon Petroleum Company,Financial,,,United States,United States,,,TRUE,,,,57d997823ae611cf7dc76638,1a859350-9158-11e6-bb48-5f822257a757,558ae049c8dbd68523f2e144
,,,Net Earnings (Loss) - Total,Cameron International Corporation,,,,,,,,TRUE,,,,56b37fc965df14b829ca8f4e,54810b90-df27-11e5-b486-7f4b45811cef,558ae04ac8dbd68523f2e150
,,,Revenues - Total,Cameron International Corporation,,,,,,,,TRUE,,,,56a696613eab55b56001d917,30b36550-df27-11e5-b486-7f4b45811cef,558ae04ac8dbd68523f2e150
PLAG.SWLA.009.N.A,cam_n_to_swla,Cameron Interstate Northern Inflows to SWLA,Pipeline Delivery Volumes,"Cameron Interstate Pipeline, LLC",,,,Gulf Coast,United States,Louisiana,,TRUE,Actual,,,5630f3f415983cbc06213456,1ff5c9a0-a3c1-11ec-93ab-f3bb364efdc2,56f96923d60aeb4f11008930
PLAG.LNGEXP.CAMER.MAINTCAP.F,PLAG.LNGEXP.CAMER.MAINTCAP.F,Cameron LNG - Maintenance Capacity,Pipeline Aggregations,"Cameron LNG, LLC",Natural Gas,LNG,Cameron LNG Terminal,Gulf Coast,United States,Louisiana,,TRUE,Forecast,,,,0a341386-e27c-0f36-a960-3a4f2d7d4261,56e0a1e2446c116d50aabaff
PLAG.LNGEXP.CAMER.DESCAP.F,PLAG.LNGEXP.CAMER.DESCAP.F,Cameron LNG - Design Capacity,Pipeline Aggregations,"Cameron LNG, LLC",Natural Gas,LNG,Cameron LNG Terminal,Gulf Coast,United States,Louisiana,,TRUE,Forecast,,,,7e59a5ae-1119-12ae-9f2d-2c98d9f2df8e,56e0a1e2446c116d50aabaff
PLAG.LNGEXP.CAMER.SEASCAP.F,PLAG.LNGEXP.CAMER.SEASCAP.F,Cameron LNG - Seasonal Capacity,Pipeline Aggregations,"Cameron LNG, LLC",Natural Gas,LNG,Cameron LNG Terminal,Gulf Coast,United States,Louisiana,,TRUE,Forecast,,,,8bad493f-80ac-eb82-3448-01e96fc4134d,56e0a1e2446c116d50aabaff
,,,Average Realized Price - Crude,Canadian Natural Resources Ltd,Crude Oil,,,North America,Canada,,,TRUE,,,,56a0f3dfff90363b6dab7f55,c6eeea60-027e-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Average Realized Price - Natural Gas,Canadian Natural Resources Ltd,Natural Gas,,,North America,Canada,,,TRUE,,,,56a0f429ff90363b6dab7f59,e2246670-027e-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Average Realized Price,Canadian Natural Resources Ltd,Natural Gas,,,North America,Canada,,,TRUE,,,,56214f7837340954121ae577,4b230ff0-027f-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Average Realized Price,Canadian Natural Resources Ltd,Crude Oil,,,North America,Canada,,,TRUE,,,,56214f7837340954121ae577,2347a9a0-027f-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Capital Spending,Canadian Natural Resources Ltd,,,,,Canada,,,TRUE,,,,57236ef77a4ce4e550a7c357,9e8ac040-a6ba-11e6-9415-9d8a94403a7e,558ae04bc8dbd68523f2e168
,,,Capital Spending - Forecast,Canadian Natural Resources Ltd,Financial,,,Canada,Canada,,,TRUE,,,,579b539b1b71bcbe47e0de89,c120b030-a1e0-11e6-b748-3fcb07c3d5cf,558ae04bc8dbd68523f2e168
,,,Cash Flow,Canadian Natural Resources Ltd,Financial,,,North America,Canada,,,TRUE,,,,56a6c7743eab55b56001d994,7a883db0-027f-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Net Income,Canadian Natural Resources Ltd,Earnings,,,North America,Canada,,,TRUE,,,,56a6876b3eab55b56001d8e3,b538f5d0-027f-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Crude Oil,,,North Sea,Norway,,,TRUE,,,,569fa08bff90363b6dab6e61,f96712a0-1544-11e6-bfbb-d72e3979eac5,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,cf3fe800-040c-11e7-bb73-89aa5e439337,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Natural Gas,,,Worldwide,,,,TRUE,,,,569fa08bff90363b6dab6e61,7f2058e0-027e-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Crude Oil,,,Worldwide,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,0cd04750-027e-11e6-81d9-4d727edd8428,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Natural Gas,,,Canada,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,5c38c590-1545-11e6-bfbb-d72e3979eac5,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Barrel of Oil Equivalent (BOE),,,Worldwide,,,,TRUE,,,,569fa08bff90363b6dab6e61,9addf0b0-027e-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Crude Oil,Heavy Crude Oil,,Canada,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,e146c5d0-1544-11e6-bfbb-d72e3979eac5,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Crude Oil,Conventional Light Crude Oil,,Canada,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,d3713530-1544-11e6-bfbb-d72e3979eac5,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Natural Gas,,,Africa,Nigeria,,,TRUE,,,,569fa08bff90363b6dab6e61,7981df60-1545-11e6-bfbb-d72e3979eac5,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Crude Oil,,,Canada,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,234cefd0-a1eb-11e6-b748-3fcb07c3d5cf,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Natural Gas,,,North Sea,Norway,,,TRUE,,,,569fa08bff90363b6dab6e61,6b1f5100-1545-11e6-bfbb-d72e3979eac5,558ae04bc8dbd68523f2e168
,,,Production,Canadian Natural Resources Ltd,Crude Oil,,,Africa,Nigeria,,,TRUE,,,,569fa08bff90363b6dab6e61,125eaca0-1545-11e6-bfbb-d72e3979eac5,558ae04bc8dbd68523f2e168
,,,Production Forecast - Base,Canadian Natural Resources Ltd,Natural Gas,,,Canada,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,f4a5c300-2116-11e6-8468-25685919168e,558ae04bc8dbd68523f2e168
,,,Production Forecast - Base,Canadian Natural Resources Ltd,Crude Oil,Conventional Light Crude Oil,,Canada,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,e5463700-2116-11e6-8468-25685919168e,558ae04bc8dbd68523f2e168
,,,Production Forecast - Base,Canadian Natural Resources Ltd,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,41b683d0-ff6c-11e6-9451-e161291a5096,558ae04bc8dbd68523f2e168
,,,Production Forecast - Base,Canadian Natural Resources Ltd,Crude Oil,Bitumen,,Canada,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,de903a50-2116-11e6-8468-25685919168e,558ae04bc8dbd68523f2e168
,,,Revenues,Canadian Natural Resources Ltd,Financial,,,North America,Canada,,,TRUE,,,,55b940ef6d0133806cb05cb8,969d4450-027f-11e6-8842-bd17f9d4e96f,558ae04bc8dbd68523f2e168
,,,Capital Spending,Cardinal Energy Ltd,,,,North America,Canada,,,TRUE,,,,57236ef77a4ce4e550a7c357,c9cf9d40-47b8-11e6-9704-55cff9097eb8,558ae050c8dbd68523f2e1b0
,,,Capital Spending - Forecast,Cardinal Energy Ltd,Financial,Capital Budget,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,579b539b1b71bcbe47e0de89,02d7a3b0-5d8c-11e6-aaec-07c5007dcd04,558ae050c8dbd68523f2e1b0
,,,Cash and Cash Equivalents,Cardinal Energy Ltd,Financial,,,Canada,Canada,,,TRUE,,,,57f509dfdf15d7901a674fa5,7ed03eb0-949a-11e6-a496-73e496643778,558ae050c8dbd68523f2e1b0
,,,Cash Flow from Financing,Cardinal Energy Ltd,Financial,,,Canada,Canada,,,TRUE,,,,57f50986df15d7901a674fa4,78836410-949a-11e6-a496-73e496643778,558ae050c8dbd68523f2e1b0
,,,Cash Flow from Investing,Cardinal Energy Ltd,Financial,,,Canada,Canada,,,TRUE,,,,57f50977df15d7901a674fa3,738f1490-949a-11e6-a496-73e496643778,558ae050c8dbd68523f2e1b0
,,,Cash Flow from Operations,Cardinal Energy Ltd,Financial,,,Canada,Canada,,,TRUE,,,,57236ec77a4ce4e550a7c355,6b77b320-949a-11e6-a496-73e496643778,558ae050c8dbd68523f2e1b0
,,,Long Term Debt,Cardinal Energy Ltd,Financial,,,Canada,Canada,,,TRUE,,,,57d9862e3ae611cf7dc76607,64e989c0-949a-11e6-a496-73e496643778,558ae050c8dbd68523f2e1b0
,,,Net Income,Cardinal Energy Ltd,Earnings,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a6876b3eab55b56001d8e3,dd83f790-0263-11e6-bc50-6d93179cf051,558ae050c8dbd68523f2e1b0
,,,Operating Expenses,Cardinal Energy Ltd,Financial,,,Canada,Canada,,,TRUE,,,,57e45e2f4c3d62134e273f1c,841ac480-949a-11e6-a496-73e496643778,558ae050c8dbd68523f2e1b0
,,,Production,Cardinal Energy Ltd,Barrel of Oil Equivalent (BOE),,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,48e96be0-5efe-11e6-8d2d-bb896966c0e8,558ae050c8dbd68523f2e1b0
,,,Production,Cardinal Energy Ltd,Crude Oil,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,37b8a250-5efe-11e6-8d2d-bb896966c0e8,558ae050c8dbd68523f2e1b0
,,,Production,Cardinal Energy Ltd,Natural Gas,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,41135930-5efe-11e6-8d2d-bb896966c0e8,558ae050c8dbd68523f2e1b0
,,,Production Forecast - Base,Cardinal Energy Ltd,Natural Gas,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,ee6b1010-5d8b-11e6-aaec-07c5007dcd04,558ae050c8dbd68523f2e1b0
,,,Production Forecast - Base,Cardinal Energy Ltd,Barrel of Oil Equivalent (BOE),,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,f56568c0-5d8b-11e6-aaec-07c5007dcd04,558ae050c8dbd68523f2e1b0
,,,Production Forecast - Base,Cardinal Energy Ltd,Crude Oil,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,dde44220-5d8b-11e6-aaec-07c5007dcd04,558ae050c8dbd68523f2e1b0
,,,Revenues,Cardinal Energy Ltd,Financial,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,55b940ef6d0133806cb05cb8,56aa5480-0263-11e6-bc50-6d93179cf051,558ae050c8dbd68523f2e1b0
,,,Total Current Liability,Cardinal Energy Ltd,Financial,,,Canada,Canada,,,TRUE,,,,57d997823ae611cf7dc76638,5740ae70-949a-11e6-a496-73e496643778,558ae050c8dbd68523f2e1b0
,,,Average Realized Price - Crude,Cenovus Energy Inc.,Crude Oil,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a0f3dfff90363b6dab7f55,95a55d40-0323-11e6-b17a-1534df842f60,558ae056c8dbd68523f2e200
,,,Average Realized Price - Natural Gas,Cenovus Energy Inc.,Natural Gas,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a0f429ff90363b6dab7f59,bc1cc6c0-0323-11e6-b17a-1534df842f60,558ae056c8dbd68523f2e200
,,,Average Realized Price - Natural Gas,Cenovus Energy Inc.,Natural Gas,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a0f429ff90363b6dab7f59,bc357ee0-0323-11e6-b17a-1534df842f60,558ae056c8dbd68523f2e200
,,,Capital Spending,Cenovus Energy Inc.,,,,North America,Canada,,,TRUE,,,,57236ef77a4ce4e550a7c357,31283380-479b-11e6-9704-55cff9097eb8,558ae056c8dbd68523f2e200
,,,Capital Spending - Forecast,Cenovus Energy Inc.,Financial,Capital Budget,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,579b539b1b71bcbe47e0de89,46dbafa0-5f00-11e6-8d2d-bb896966c0e8,558ae056c8dbd68523f2e200
,,,Cash Flow,Cenovus Energy Inc.,Financial,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a6c7743eab55b56001d994,dcd7aec0-0323-11e6-b17a-1534df842f60,558ae056c8dbd68523f2e200
,,,Hedges,Cenovus Energy Inc.,Natural Gas,,,Canada,Canada,,,TRUE,,,,58580083f8ca6a325153b31c,92577ff0-7308-11e7-a922-09bdad006502,558ae056c8dbd68523f2e200
,,,Hedges,Cenovus Energy Inc.,Crude Oil,,,Canada,Canada,,,TRUE,,,,58580083f8ca6a325153b31c,116acd10-2aa2-11e7-af7d-f3cd9b496ca9,558ae056c8dbd68523f2e200
,,,Net Income,Cenovus Energy Inc.,Earnings,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,56a6876b3eab55b56001d8e3,02d3cdc0-0324-11e6-b17a-1534df842f60,558ae056c8dbd68523f2e200
,,,Production,Cenovus Energy Inc.,Crude Oil,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,5bd0ad40-0323-11e6-b17a-1534df842f60,558ae056c8dbd68523f2e200
,,,Production,Cenovus Energy Inc.,Natural Gas,,,Western Canadian Sedimentary Basin,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,6ca6fac0-0323-11e6-b17a-1534df842f60,558ae056c8dbd68523f2e200
,,,Production,Cenovus Energy Inc.,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,569fa08bff90363b6dab6e61,539d6e90-c3db-11e7-988b-77d5031e05ae,558ae056c8dbd68523f2e200
,,,Production Forecast - Base,Cenovus Energy Inc.,Barrel of Oil Equivalent (BOE),,,,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,6e1b8180-c3db-11e7-988b-77d5031e05ae,558ae056c8dbd68523f2e200
,,,Production Forecast - Base,Cenovus Energy Inc.,Natural Gas,,,Canada,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,b30fafa0-21ac-11e6-99a4-c13e9907d0bc,558ae056c8dbd68523f2e200
,,,Production Forecast - Base,Cenovus Energy Inc.,Crude Oil,,,Canada,Canada,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,a6e90780-21ac-11e6-99a4-c13e9907d0bc,558ae056c8dbd68523f2e200
,,,Revenues,Cenovus Energy Inc.,Financial,,,,Canada,,,TRUE,,,,55b940ef6d0133806cb05cb8,ee03e470-0323-11e6-b17a-1534df842f60,558ae056c8dbd68523f2e200
PLAG.SWLA.144.N.A,creole_n_to_swla,Creole Trail Northern Inflows to SWLA,Pipeline Delivery Volumes,"Cheniere Creole Trail Pipeline, L.P.",,,,Gulf Coast,United States,Louisiana,,TRUE,Actual,,,5630f3f415983cbc06213456,627b8300-a3c1-11ec-93ab-f3bb364efdc2,573de7f3b7317a5f04ed84bc
,,,Capital Spending,Chevron Corporation,,,,Worldwide,,,,TRUE,,,,57236ef77a4ce4e550a7c357,2d54a6e0-c531-11e5-93e1-53e72192c8b1,558ae05dc8dbd68523f2e269
,,,Capital Spending - Forecast,Chevron Corporation,Financial,Capital Budget,,Worldwide,,,,TRUE,,,,579b539b1b71bcbe47e0de89,b505b150-655a-11e6-83af-f56431710fad,558ae05dc8dbd68523f2e269
,,,Cash and Cash Equivalents,Chevron Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,57f509dfdf15d7901a674fa5,a7d94e00-e4c7-11e6-b773-ad164365a341,558ae05dc8dbd68523f2e269
,,,Cash Flow from Financing,Chevron Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,57f50986df15d7901a674fa4,a03c9ad0-e4c7-11e6-b773-ad164365a341,558ae05dc8dbd68523f2e269
,,,Cash Flow from Investing,Chevron Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,57f50977df15d7901a674fa3,988fbb00-e4c7-11e6-b773-ad164365a341,558ae05dc8dbd68523f2e269
,,,Cash Flow from Operations,Chevron Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,57236ec77a4ce4e550a7c355,921f2bc0-e4c7-11e6-b773-ad164365a341,558ae05dc8dbd68523f2e269
,,,Crude Oil Sales Price,Chevron Corporation,Crude Oil,,,North America,United States,,,TRUE,,,,56326a540b3cfc001a44d59a,6091ccc0-c533-11e5-93e1-53e72192c8b1,558ae05dc8dbd68523f2e269
,,,Crude Oil Sales Price,Chevron Corporation,Crude Oil,,,Worldwide,,,,TRUE,,,,56326a540b3cfc001a44d59a,73a62360-c533-11e5-93e1-53e72192c8b1,558ae05dc8dbd68523f2e269
,,,Current Assets,Chevron Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,5857fe0ef8ca6a325153b30f,6394cda0-e4c7-11e6-b773-ad164365a341,558ae05dc8dbd68523f2e269
,,,DD&A Expense,Chevron Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,56214f9637340954121ae57a,31f48780-e4c8-11e6-b773-ad164365a341,558ae05dc8dbd68523f2e269
,,,Natural Gas Gross Price,Chevron Corporation,Natural Gas,,,North America,United States,,,TRUE,,,,563241ae0b3cfc001a44d58d,d6784b80-c533-11e5-93e1-53e72192c8b1,558ae05dc8dbd68523f2e269
,,,Natural Gas Gross Price,Chevron Corporation,Natural Gas,,,Worldwide,,,,TRUE,,,,563241ae0b3cfc001a44d58d,e6a95850-c533-11e5-93e1-53e72192c8b1,558ae05dc8dbd68523f2e269
,,,Net Income,Chevron Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,56a6876b3eab55b56001d8e3,56779080-e4c7-11e6-b773-ad164365a341,558ae05dc8dbd68523f2e269
