ticker,series_id,series_desc,metadata_desc,entity_name,cmdty_class,sub_cmdty_desc,asset_name,region_name,country_name,state_name,province_name,status,series_type,sub_region,table_name,mongo_id,metadata_uuid,entity_id
,,,Coal Sales - Total,Alliance Resource Partners LP,Coal,,,,,,,TRUE,,,,56a67be73eab55b56001d8d4,e0de2ec0-c39c-11e5-8959-e78ebb865eba,558ae008c8dbd68523f2ddb6
,,,Transportation Revenues,Alliance Resource Partners LP,Coal,,,,,,,TRUE,,,,56a67bfd3eab55b56001d8d7,af5536a0-c39c-11e5-8959-e78ebb865eba,558ae008c8dbd68523f2ddb6
,,,Long Term Debt,Alta Mesa Holdings,Financial,,,United States,United States,,,TRUE,,,,57d9862e3ae611cf7dc76607,39bca170-84d6-11e6-90da-315d75972016,569fa319ff90363b6dab6e69
,,,Operating Expenses,Alta Mesa Holdings,Financial,,,United States,United States,,,TRUE,,,,57e45e2f4c3d62134e273f1c,5ed58c60-84d6-11e6-90da-315d75972016,569fa319ff90363b6dab6e69
,,,Total Current Liability,Alta Mesa Holdings,Financial,,,United States,United States,,,TRUE,,,,57d997823ae611cf7dc76638,2e55edf0-84d6-11e6-90da-315d75972016,569fa319ff90363b6dab6e69
,,,Earnings - Generation & Marketing,American Electric Power (AEP),Power,,,,,,,TRUE,,,,56a7b7cbc47ba187258efb12,0d59f1c0-c459-11e5-b072-d9527fa68e33,558ae00ec8dbd68523f2de0b
,,,Earnings - Total,American Electric Power (AEP),Power,,,,,,,TRUE,,,,56a7b7d1c47ba187258efb13,032aacd0-c459-11e5-b072-d9527fa68e33,558ae00ec8dbd68523f2de0b
,,,Earnings - Transmission & Distribution,American Electric Power (AEP),Power,,,,,,,TRUE,,,,56a7b7bac47ba187258efb0f,19ab2c50-c459-11e5-b072-d9527fa68e33,558ae00ec8dbd68523f2de0b
,,,Earnings - Transmission Holding Companies,American Electric Power (AEP),Power,,,,,,,TRUE,,,,56a7b7c3c47ba187258efb11,23ef58d0-c459-11e5-b072-d9527fa68e33,558ae00ec8dbd68523f2de0b
,,,Earnings - Vertically Integrated Utilities,American Electric Power (AEP),Power,,,,,,,TRUE,,,,56a7b7afc47ba187258efb0d,2cb87e10-c459-11e5-b072-d9527fa68e33,558ae00ec8dbd68523f2de0b
PLAG.SC2SE.122.AMAT.A,ala_tenn_sc_to_se,AMID AlaTenn- SC to Southeast,Pipeline Capacity,"American Midstream (AlaTenn), LLC",Natural Gas,,Alatenn American Midstream,South Central,United States,,,TRUE,,,,565345a6ba77ebce607ed0fc,0c023880-c5eb-11ea-a63e-cfe41a6bd1af,573ccbea0e98d923464ced37
PLAG.ESC2MW.122.AMAT.A,ala_tenn_e_sc_to_mw,AMID AlaTenn - East SC to Midwest,Pipeline Capacity,"American Midstream (AlaTenn), LLC",Natural Gas,,Alatenn American Midstream,South Central,United States,,,TRUE,,,,565345a6ba77ebce607ed0fc,4ef79910-c5ea-11ea-a63e-cfe41a6bd1af,573ccbea0e98d923464ced37
,,,Revenues,American Power Group,Financial,Operating Results,,,,,,TRUE,,,,55b940ef6d0133806cb05cb8,73c6baf0-c397-11e5-8959-e78ebb865eba,56a672ec3eab55b56001d8c8
,,,Stationary Revenue,American Power Group,Drilling,Drilling Rigs,,,,,,TRUE,,,,56a6753d3eab55b56001d8cf,143999c0-c399-11e5-8959-e78ebb865eba,56a672ec3eab55b56001d8c8
,,,Vehicle Revenue,American Power Group,,,,,,,,TRUE,,,,56a675843eab55b56001d8d0,26e20f30-c399-11e5-8959-e78ebb865eba,56a672ec3eab55b56001d8c8
,,,Capital Spending,Amplify Energy Corporation,,,,North America,United States,,,TRUE,,,,57236ef77a4ce4e550a7c357,64e8d3b0-47bd-11e6-9704-55cff9097eb8,558ae13bc8dbd68523f2ee90
,,,Capital Spending - Forecast,Amplify Energy Corporation,Financial,Capital Budget,,,United States,,,TRUE,,,,579b539b1b71bcbe47e0de89,ace9d6f0-5da2-11e6-9abd-a300276c869a,558ae13bc8dbd68523f2ee90
,,,Cash and Cash Equivalents,Amplify Energy Corporation,Financial,,,United States,United States,,,TRUE,,,,57f509dfdf15d7901a674fa5,dd14cc90-9222-11e6-92a2-3face65bf61f,558ae13bc8dbd68523f2ee90
,,,Cash Flow from Financing,Amplify Energy Corporation,Financial,,,United States,United States,,,TRUE,,,,57f50986df15d7901a674fa4,d707ba10-9222-11e6-92a2-3face65bf61f,558ae13bc8dbd68523f2ee90
,,,Cash Flow from Investing,Amplify Energy Corporation,Financial,,,United States,United States,,,TRUE,,,,57f50977df15d7901a674fa3,d0fe7820-9222-11e6-92a2-3face65bf61f,558ae13bc8dbd68523f2ee90
,,,Cash Flow from Operations,Amplify Energy Corporation,Financial,,,United States,United States,,,TRUE,,,,57236ec77a4ce4e550a7c355,cba2db50-9222-11e6-92a2-3face65bf61f,558ae13bc8dbd68523f2ee90
,,,Hedges,Amplify Energy Corporation,Natural Gas,,,United States,United States,,,TRUE,,,,58580083f8ca6a325153b31c,826713c0-6d64-11e7-8955-6d1f305080f8,558ae13bc8dbd68523f2ee90
,,,Hedges,Amplify Energy Corporation,Crude Oil,,,United States,United States,,,TRUE,,,,58580083f8ca6a325153b31c,76b96c30-6d64-11e7-8955-6d1f305080f8,558ae13bc8dbd68523f2ee90
,,,Hedges,Amplify Energy Corporation,Natural Gas Liquids (NGL),,,United States,United States,,,TRUE,,,,58580083f8ca6a325153b31c,8ef29830-6d64-11e7-8955-6d1f305080f8,558ae13bc8dbd68523f2ee90
,,,Lease Operating Expenses,Amplify Energy Corporation,Financial,,,United States,United States,,,TRUE,,,,56214f8537340954121ae578,ea70c060-9222-11e6-92a2-3face65bf61f,558ae13bc8dbd68523f2ee90
,,,Long Term Debt,Amplify Energy Corporation,Financial,,,United States,United States,,,TRUE,,,,57d9862e3ae611cf7dc76607,c566c990-9222-11e6-92a2-3face65bf61f,558ae13bc8dbd68523f2ee90
,,,Net Income,Amplify Energy Corporation,Earnings,,,,United States,,,TRUE,,,,56a6876b3eab55b56001d8e3,98797440-f5cf-11e5-9279-8f3888adfb08,558ae13bc8dbd68523f2ee90
,,,Operating Expenses,Amplify Energy Corporation,Financial,,,United States,United States,,,TRUE,,,,57e45e2f4c3d62134e273f1c,e2f6b060-9222-11e6-92a2-3face65bf61f,558ae13bc8dbd68523f2ee90
,,,Production,Amplify Energy Corporation,Barrel of Oil Equivalent (BOE),,,United States,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,dba383f0-f5cf-11e5-9279-8f3888adfb08,558ae13bc8dbd68523f2ee90
,,,Production,Amplify Energy Corporation,Natural Gas,,,United States,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,c5483fb0-f5cf-11e5-9279-8f3888adfb08,558ae13bc8dbd68523f2ee90
,,,Production,Amplify Energy Corporation,Natural Gas Liquids (NGL),,,United States,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,b78dff40-f5cf-11e5-9279-8f3888adfb08,558ae13bc8dbd68523f2ee90
,,,Production,Amplify Energy Corporation,Crude Oil,,,United States,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,aac830f0-f5cf-11e5-9279-8f3888adfb08,558ae13bc8dbd68523f2ee90
,,,Production Forecast - Base,Amplify Energy Corporation,Natural Gas,,,,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,9f6b6700-5da2-11e6-9abd-a300276c869a,558ae13bc8dbd68523f2ee90
,,,Production Forecast - Base,Amplify Energy Corporation,Barrel of Oil Equivalent (BOE),,,,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,b6b6fb20-0358-11e7-a833-3dbb739de025,558ae13bc8dbd68523f2ee90
,,,Production Forecast - Base,Amplify Energy Corporation,Crude Oil,,,,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,93accf80-5da2-11e6-9abd-a300276c869a,558ae13bc8dbd68523f2ee90
,,,Production Forecast - Base,Amplify Energy Corporation,Natural Gas Liquids (NGL),,,,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,992d5970-5da2-11e6-9abd-a300276c869a,558ae13bc8dbd68523f2ee90
,,,Revenues,Amplify Energy Corporation,Financial,Operating Results,,,United States,,,TRUE,,,,55b940ef6d0133806cb05cb8,896a0410-f5cf-11e5-9279-8f3888adfb08,558ae13bc8dbd68523f2ee90
,,,Total Current Liability,Amplify Energy Corporation,Financial,,,United States,United States,,,TRUE,,,,57d997823ae611cf7dc76638,bf360270-9222-11e6-92a2-3face65bf61f,558ae13bc8dbd68523f2ee90
,,,Capital Spending,Anadarko Petroleum Corporation,Capital Spending,,,United States,United States,,,TRUE,,,,57236ef77a4ce4e550a7c357,07360280-4798-11e6-9704-55cff9097eb8,558ae012c8dbd68523f2de3b
,,,Capital Spending - Forecast,Anadarko Petroleum Corporation,Financial,Capital Budget,,United States,United States,,,TRUE,,,,579b539b1b71bcbe47e0de89,a7a54f30-558c-11e6-914f-cf7eac946f48,558ae012c8dbd68523f2de3b
,,,Cash and Cash Equivalents,Anadarko Petroleum Corporation,Financial,,,,United States,,,TRUE,,,,57f509dfdf15d7901a674fa5,d9266180-a05e-11e6-ad48-87f0b49af258,558ae012c8dbd68523f2de3b
,,,Cash Flow from Financing,Anadarko Petroleum Corporation,Financial,,,,United States,,,TRUE,,,,57f50986df15d7901a674fa4,c4b42890-a05e-11e6-ad48-87f0b49af258,558ae012c8dbd68523f2de3b
,,,Cash Flow from Investing,Anadarko Petroleum Corporation,Financial,,,,United States,,,TRUE,,,,57f50977df15d7901a674fa3,d0033560-a05e-11e6-ad48-87f0b49af258,558ae012c8dbd68523f2de3b
,,,Cash Flow from Operations,Anadarko Petroleum Corporation,Financial,,,United States,United States,,,TRUE,,,,57236ec77a4ce4e550a7c355,2e1de5a0-84e4-11e6-b177-7b0a5a55479c,558ae012c8dbd68523f2de3b
,,,Crude Oil Sales Price,Anadarko Petroleum Corporation,Crude Oil,,,,,,,TRUE,,,,56326a540b3cfc001a44d59a,744b7d10-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Crude Oil Sales Price,Anadarko Petroleum Corporation,Crude Oil,,,,Algeria,,,TRUE,,,,56326a540b3cfc001a44d59a,6a347b10-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Crude Oil Sales Price,Anadarko Petroleum Corporation,Crude Oil,,,,United States,,,TRUE,,,,56326a540b3cfc001a44d59a,f655a8a0-b578-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Current Assets,Anadarko Petroleum Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,5857fe0ef8ca6a325153b30f,7bec7e90-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,DD&A Expense,Anadarko Petroleum Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,56214f9637340954121ae57a,4393e740-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Hedges,Anadarko Petroleum Corporation,Natural Gas,,,Worldwide,United States,,,TRUE,,,,58580083f8ca6a325153b31c,bbdf89b0-c702-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Hedges,Anadarko Petroleum Corporation,Crude Oil,,,Worldwide,United States,,,TRUE,,,,58580083f8ca6a325153b31c,eff14500-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Long Term Debt,Anadarko Petroleum Corporation,Financial,,,United States,United States,,,TRUE,,,,57d9862e3ae611cf7dc76607,23a62600-84e4-11e6-b177-7b0a5a55479c,558ae012c8dbd68523f2de3b
,,,Natural Gas Gross Price,Anadarko Petroleum Corporation,Natural Gas,,,,,,,TRUE,,,,563241ae0b3cfc001a44d58d,50297540-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Natural Gas Gross Price,Anadarko Petroleum Corporation,Natural Gas,,,,Algeria,,,TRUE,,,,563241ae0b3cfc001a44d58d,5a19dc70-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Natural Gas Gross Price,Anadarko Petroleum Corporation,Natural Gas,,,,United States,,,TRUE,,,,563241ae0b3cfc001a44d58d,e1778e80-b578-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Net Income,Anadarko Petroleum Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,56a6876b3eab55b56001d8e3,690d68c0-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,NGL Gross Price,Anadarko Petroleum Corporation,Natural Gas Liquids (NGL),,,,Algeria,,,TRUE,,,,563240de0b3cfc001a44d58a,89676380-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,NGL Gross Price,Anadarko Petroleum Corporation,Natural Gas Liquids (NGL),,,,United States,,,TRUE,,,,563240de0b3cfc001a44d58a,d17ecfc0-b578-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,NGL Gross Price,Anadarko Petroleum Corporation,Natural Gas Liquids (NGL),,,,,,,TRUE,,,,563240de0b3cfc001a44d58a,80bf5ad0-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Operating Expenses,Anadarko Petroleum Corporation,Financial,,,United States,United States,,,TRUE,,,,57e45e2f4c3d62134e273f1c,3a77f9d0-84e4-11e6-b177-7b0a5a55479c,558ae012c8dbd68523f2de3b
,,,Operating Income (Loss),Anadarko Petroleum Corporation,,,,Worldwide,United States,,,TRUE,,,,56aa2f96ac717a4910fcf1d6,7216f260-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Partners Equity,Anadarko Petroleum Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,584abaa24c1027f16a54117b,924db640-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Natural Gas Liquids (NGL),,,,Algeria,,,TRUE,,,,569fa08bff90363b6dab6e61,2ff8cbe0-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Natural Gas,,,,Algeria,,,TRUE,,,,569fa08bff90363b6dab6e61,cd5de060-b579-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Natural Gas Liquids (NGL),,,United States,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,1e8c1cb0-b578-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Crude Oil,,,,,,,TRUE,,,,569fa08bff90363b6dab6e61,0eee8b60-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Natural Gas,,,,,,,TRUE,,,,569fa08bff90363b6dab6e61,f76415f0-b579-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Natural Gas,,,United States,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,b2613980-b577-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,United States,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,3cc7b590-042d-11e7-a166-7d04e0824e29,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Crude Oil,,,United States,United States,,,TRUE,,,,569fa08bff90363b6dab6e61,0dd67690-b578-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Crude Oil,,,,,,,TRUE,,,,569fa08bff90363b6dab6e61,3a69adb0-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production,Anadarko Petroleum Corporation,Crude Oil,,,,Algeria,,,TRUE,,,,569fa08bff90363b6dab6e61,1b07ed10-b57a-11e5-8e6a-83e18a552dab,558ae012c8dbd68523f2de3b
,,,Production Forecast - Base,Anadarko Petroleum Corporation,Natural Gas,,,United States,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,ee644c50-2111-11e6-8468-25685919168e,558ae012c8dbd68523f2de3b
,,,Production Forecast - Base,Anadarko Petroleum Corporation,Crude Oil,,,United States,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,d948db10-2111-11e6-8468-25685919168e,558ae012c8dbd68523f2de3b
,,,Production Forecast - Base,Anadarko Petroleum Corporation,Natural Gas Liquids (NGL),,,United States,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,fbca7950-2111-11e6-8468-25685919168e,558ae012c8dbd68523f2de3b
,,,Production Forecast - Base,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,United States,United States,,,TRUE,,,,573a6b7436f45b7a0f4d8dda,61b39280-042c-11e7-bb73-89aa5e439337,558ae012c8dbd68523f2de3b
,,,Reserves - 1P,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,United States,United States,,,TRUE,,,,5857fea4f8ca6a325153b310,176bf840-c703-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Reserves - 1P,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,Worldwide,,,,TRUE,,,,5857fea4f8ca6a325153b310,5e66ae00-c7be-11e6-8712-5f7838ea088a,558ae012c8dbd68523f2de3b
,,,Reserves - 1P,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,International,,,,TRUE,,,,5857fea4f8ca6a325153b310,4fe23fc0-c7be-11e6-8712-5f7838ea088a,558ae012c8dbd68523f2de3b
,,,Reserves - 1P - Proved Developed Producing,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,United States,United States,,,TRUE,,,,585808b3c0c2b7505502abbe,254e0c00-c703-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Reserves - 1P - Proved Developed Producing,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,International,,,,TRUE,,,,585808b3c0c2b7505502abbe,2f20d910-c703-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Reserves - 1P - Proved Undeveloped,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,United States,United States,,,TRUE,,,,585808c3c0c2b7505502abc0,4bdca700-c703-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Reserves - 1P - Proved Undeveloped,Anadarko Petroleum Corporation,Barrel of Oil Equivalent (BOE),,,International,,,,TRUE,,,,585808c3c0c2b7505502abc0,45180450-c703-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Revenues,Anadarko Petroleum Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,55b940ef6d0133806cb05cb8,1e30ace0-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Total Assets,Anadarko Petroleum Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,584ab9d74c1027f16a541179,81de40e0-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Total Current Liability,Anadarko Petroleum Corporation,Financial,,,United States,United States,,,TRUE,,,,57d997823ae611cf7dc76638,190c8680-84e4-11e6-b177-7b0a5a55479c,558ae012c8dbd68523f2de3b
,,,Transportation and Gathering Expenses,Anadarko Petroleum Corporation,Financial,,,Worldwide,United States,,,TRUE,,,,5633c9e50b3cfc001a44d609,35348d30-c701-11e6-873b-a9e0ea1b106a,558ae012c8dbd68523f2de3b
,,,Refined Product Sales ,Andeavor,Refined Products,,,,,,,TRUE,,,,56b0ecf35e9743af367eb433,df6a2d00-ca9a-11e5-915a-8361ed404a74,558ae1fbc8dbd68523f2f921
,,,Sales - Diesel Fuel,Andeavor,Refined Products,,,,,,,TRUE,,,,56b23693daa16ed672c15333,fc2c3c80-ca9a-11e5-915a-8361ed404a74,558ae1fbc8dbd68523f2f921
,,,Sales - Gasoline,Andeavor,Refined Products,,,,,,,TRUE,,,,56b2368cdaa16ed672c15332,09e655e0-ca9b-11e5-915a-8361ed404a74,558ae1fbc8dbd68523f2f921
,,,Sales - Heavy Fuel Oils,Andeavor,Refined Products,,,,,,,TRUE,,,,56b236a5daa16ed672c15335,ea375fa0-ca9a-11e5-915a-8361ed404a74,558ae1fbc8dbd68523f2f921
,,,Sales - Jet Fuel,Andeavor,Refined Products,,,,,,,TRUE,,,,56b2369cdaa16ed672c15334,f347a000-ca9a-11e5-915a-8361ed404a74,558ae1fbc8dbd68523f2f921
,,,Sales Margin - Refined Products,Andeavor,Refined Products,,,,,,,TRUE,,,,56b236c8daa16ed672c15337,b9cad400-ca9a-11e5-915a-8361ed404a74,558ae1fbc8dbd68523f2f921
,,,Total Branded Fuel Stations,Andeavor,Refined Products,,,,,,,TRUE,,,,56b236d0daa16ed672c15338,991ff190-ca9a-11e5-915a-8361ed404a74,558ae1fbc8dbd68523f2f921
,,,Total Fuel Sales,Andeavor,Refined Products,,,,,,,TRUE,,,,56b236dcdaa16ed672c15339,8b7b34f0-ca9a-11e5-915a-8361ed404a74,558ae1fbc8dbd68523f2f921
PLAG.WSC2MW.076.ANRSW.A,anr_w_sc_to_mw,ANR - West SC to Midwest,Pipeline Capacity,ANR Pipeline Company,Natural Gas,,ANR Pipeline,South Central,United States,,,TRUE,,,,565345a6ba77ebce607ed0fc,77340b20-c5ea-11ea-a63e-cfe41a6bd1af,56eac15a7d0f28b5136ea963
PLAG.PVILL.076.PV2SLA.A,anr_pville_to_sla,ANR - Perryville to Southern Louisiana,Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,,Perryville Hub,United States,Louisiana,,TRUE,,,,5630f3f415983cbc06213456,1cc19a80-5f29-11eb-a4aa-7170202c0159,56eac15a7d0f28b5136ea963
PLAG.US2CN.076.CORU.A,anr_corunna,ANR - Corunna,Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,,Midwest,,,,TRUE,Actual,,,5630f3f415983cbc06213456,aa360000-e80c-11ec-892a-cd7974b68767,56eac15a7d0f28b5136ea963
PLAG.PVILL.076.NE2PV.A,anr_ne_to_pville,ANR - Northeast to Perryville,Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,,Perryville Hub,United States,Louisiana,,TRUE,,,,5630f3f415983cbc06213456,2e063a30-5f29-11eb-a4aa-7170202c0159,56eac15a7d0f28b5136ea963
PLAG.APPAL.076.OH2INMI.A,anr_oh_to_in_mi,ANR OH to IN and MI,Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,,Appalachia,United States,Ohio,,TRUE,,,,5630f3f415983cbc06213456,af20e840-396d-11eb-ae21-fd298556eeed,56eac15a7d0f28b5136ea963
PLAG.MW2SC.076.ANRSE.A,anr_mw_to_sc_seml,ANR - Midwest to South Central (SEML),Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,ANR Pipeline,South Central,United States,,,TRUE,,,,5630f3f415983cbc06213456,6d905430-896c-11ea-b3aa-0bf51cb0076d,56eac15a7d0f28b5136ea963
PLAG.APPAL.076.OH2MI.A,anr_oh_to_mi,ANR OH to MI,Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,,,,,,TRUE,,,,5630f3f415983cbc06213456,b5279220-396d-11eb-ae21-fd298556eeed,56eac15a7d0f28b5136ea963
PLAG.NE2MW.076.ANRSE.A,anr_seml_ne_to_mw,ANR SEML Northeast to Midwest,Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,,Northeast,United States,,,TRUE,,,,5630f3f415983cbc06213456,69feb5d0-2dab-11eb-9270-27b62502297a,56eac15a7d0f28b5136ea963
PLAG.OKLA.076.TX2OK.A,PLAG.OKLA.076.TX2OK.A,ANR - Texas to Oklahoma,Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,Enable Gas Transmission,South Central,United States,Oklahoma,,TRUE,Actual,,,5630f3f415983cbc06213456,471b19f0-98e3-11ed-959a-d7d69ae82ff5,56eac15a7d0f28b5136ea963
PLAG.OKLA.076.OK2KS.A,PLAG.OKLA.076.OK2KS.A,ANR - Oklahoma to Kansas,Pipeline Delivery Volumes,ANR Pipeline Company,Natural Gas,,Enable Gas Transmission,South Central,United States,Oklahoma,,TRUE,Actual,,,5630f3f415983cbc06213456,516a42f0-98e3-11ed-959a-d7d69ae82ff5,56eac15a7d0f28b5136ea963
PLAG.SWLA.076.N.A,anr_n_to_swla,ANR Northern Inflows to SWLA,Pipeline Delivery Volumes,ANR Pipeline Company,,,,Gulf Coast,United States,Louisiana,,TRUE,Actual,,,5630f3f415983cbc06213456,6c47b5d0-a3c0-11ec-93ab-f3bb364efdc2,56eac15a7d0f28b5136ea963
,,,Average Compression Fee,Antero Midstream Partners LP,Natural Gas,,,Marcellus Shale,United States,Pennsylvania,,TRUE,,,,561d68ca44c4d9fd240ba1b4,231b5d30-71ea-11e5-8f1f-0904a1c07e94,558ae015c8dbd68523f2de6c
,,,Average Gathering-Condensate Fee,Antero Midstream Partners LP,Condensate,,,Marcellus Shale,United States,Pennsylvania,,TRUE,,,,561d68da44c4d9fd240ba1b5,2d5af5d0-71ea-11e5-8f1f-0904a1c07e94,558ae015c8dbd68523f2de6c
,,,Average Gathering-High Pressure Fee,Antero Midstream Partners LP,Natural Gas,,,Marcellus Shale,United States,Pennsylvania,,TRUE,,,,561d68be44c4d9fd240ba1b3,18461440-71ea-11e5-8f1f-0904a1c07e94,558ae015c8dbd68523f2de6c
,,,Average Gathering-Low Pressure Fee,Antero Midstream Partners LP,Natural Gas,,,Marcellus Shale,United States,Pennsylvania,,TRUE,,,,561d68b244c4d9fd240ba1b2,1026eaa0-71ea-11e5-8f1f-0904a1c07e94,558ae015c8dbd68523f2de6c
,,,Compression,Antero Midstream Partners LP,Natural Gas,,,Marcellus Shale,United States,Pennsylvania,,TRUE,,,,561d685744c4d9fd240ba1af,b485e2a0-71e9-11e5-8f1f-0904a1c07e94,558ae015c8dbd68523f2de6c
,,,Condensate Gathering,Antero Midstream Partners LP,Condensate,,,Marcellus Shale,United States,Pennsylvania,,TRUE,,,,561d686544c4d9fd240ba1b0,c089c080-71e9-11e5-8f1f-0904a1c07e94,558ae015c8dbd68523f2de6c
,,,High Pressure Gathering,Antero Midstream Partners LP,Natural Gas,,,Marcellus Shale,United States,Pennsylvania,,TRUE,,,,561d685044c4d9fd240ba1ae,94f15230-71e9-11e5-8f1f-0904a1c07e94,558ae015c8dbd68523f2de6c
,,,Low Pressure Gathering,Antero Midstream Partners LP,Natural Gas,,,Marcellus Shale,United States,Pennsylvania,,TRUE,,,,561d684544c4d9fd240ba1ad,73c92970-71e9-11e5-8f1f-0904a1c07e94,558ae015c8dbd68523f2de6c
,,,Net Earnings (Loss) - Total,Antero Midstream Partners LP,,,,,,,,TRUE,,,,56b37fc965df14b829ca8f4e,4489ddd0-df03-11e5-a91c-31326db1fb07,558ae015c8dbd68523f2de6c
,,,Revenues - Total,Antero Midstream Partners LP,,,,,,,,TRUE,,,,56a696613eab55b56001d917,5565a990-df03-11e5-a91c-31326db1fb07,558ae015c8dbd68523f2de6c
,,,Capital Spending,Antero Resources Corporation,,,,North America,United States,,,TRUE,,,,57236ef77a4ce4e550a7c357,7ddd4e50-479a-11e6-9704-55cff9097eb8,558ae015c8dbd68523f2de6d
,,,Capital Spending - Forecast,Antero Resources Corporation,Financial,Capital Budget,,North America,United States,,,TRUE,,,,579b539b1b71bcbe47e0de89,36a0c690-5e36-11e6-b7e2-29366d368c34,558ae015c8dbd68523f2de6d
,,,Cash and Cash Equivalents,Antero Resources Corporation,Financial,,,United States,United States,,,TRUE,,,,57f509dfdf15d7901a674fa5,1b460cb0-84ed-11e6-b91e-45ead080e149,558ae015c8dbd68523f2de6d
