Date,Item,Value
2022-03-03,ISONE - Hydro,28828
2022-03-03,ISONE - Natural Gas,129044
2022-03-03,ISONE - Nuclear Power,80255
2022-03-03,ISONE - Other,16686
2022-03-03,ISONE - PeakLoad,16534
2022-03-03,ISONE - Residual Oil,7567
2022-03-03,ISONE - Solar Thermal,10415
2022-03-03,ISONE - Total Generation,290713
2022-03-03,ISONE - Wind,17918
2022-03-03,MISO - Coal,638266.2999999998
2022-03-03,MISO - Hydro,21688.700000000004
2022-03-03,MISO - Natural Gas,471733.3
2022-03-03,MISO - Nuclear,244638.7
2022-03-03,MISO - Other,19087.100000000002
2022-03-03,MISO - PeakLoad,79690
2022-03-03,MISO - Total Generation,1619649.1999999997
2022-03-03,MISO - Wind,211463.45999999996
2022-03-03,NYISO - Coal or Oil,716.830466000001
2022-03-03,NYISO - Dual Fuel,85378.90848300002
2022-03-03,NYISO - Hydro,80969.59278699997
2022-03-03,NYISO - Natural Gas,64220.909782000024
2022-03-03,NYISO - Nuclear Power,76043.3624919999
2022-03-03,NYISO - Other Renewables,6370.641184000001
2022-03-03,NYISO - PeakLoad,20302
2022-03-03,NYISO - Total Generation,331781.22821999766
2022-03-03,NYISO - Wind,18092.927627999998
2022-03-03,PJM - Coal,432730.0
2022-03-03,PJM - Hydro,50753.0
2022-03-03,PJM - Natural Gas,907537.0
2022-03-03,PJM - Nuclear Power,732310.0
2022-03-03,PJM - Other,2154.0
2022-03-03,PJM - PeakLoad,98406
2022-03-03,PJM - Renewables,15828.0
2022-03-03,PJM - Residual Oil,6681.0
2022-03-03,PJM - Solar,20714.0
2022-03-03,PJM - Total Generation,2263265.0
2022-03-03,PJM - Wind,94559.0
2022-03-03,SPP - Coal,265093
2022-03-03,SPP - Diesel,24
2022-03-03,SPP - Hydro,16835
2022-03-03,SPP - Natural Gas,92829
2022-03-03,SPP - Nuclear Power,48784
2022-03-03,SPP - PeakLoad,31126
2022-03-03,SPP - Total Generation,694446
2022-03-03,SPP - Wind,270881
2022-03-04,AESO - PeakLoad,10826
2022-03-04,BPA - PeakLoad,7894
2022-03-04,CAISO - Biogas,4847.0
2022-03-04,CAISO - Biomass,6761.0
2022-03-04,CAISO - Geothermal Steam,19126.0
2022-03-04,CAISO - Hydro,36911.0
2022-03-04,CAISO - Nuclear Power,54499.0
2022-03-04,CAISO - PeakLoad,26749
2022-03-04,CAISO - Power Imports,171230.0
2022-03-04,CAISO - Solar PV,54830.0
2022-03-04,CAISO - Solar Thermal,0.0
2022-03-04,CAISO - Thermal Power,135030.0
2022-03-04,CAISO - Total Generation,588690.0
2022-03-04,CAISO - Wind,105456.0
2022-03-04,ERCOT - Coal,170425.0
2022-03-04,ERCOT - Hydro,299.0
2022-03-04,ERCOT - Natural Gas,131146.0
2022-03-04,ERCOT - Nuclear,123135.0
2022-03-04,ERCOT - Other,1437.0
2022-03-04,ERCOT - PeakLoad,42490
2022-03-04,ERCOT - Solar,24174.0
2022-03-04,ERCOT - Total Generation,949920.0
2022-03-04,ERCOT - Wind,499304.0
2022-03-04,IESO - Biofuel,608.0
2022-03-04,IESO - Hydro,94151.0
2022-03-04,IESO - Natural Gas,71971.0
2022-03-04,IESO - Nuclear Power,220408.0
2022-03-04,IESO - PeakLoad,18664
2022-03-04,IESO - Total Generation,417443.0
2022-03-04,IESO - Wind,30305.0
2022-03-04,ISONE - Coal,0
2022-03-04,ISONE - Hydro,31351
2022-03-04,ISONE - Natural Gas,122462
2022-03-04,ISONE - Nuclear Power,80262
2022-03-04,ISONE - Other,17430
2022-03-04,ISONE - PeakLoad,16319
2022-03-04,ISONE - Residual Oil,7639
2022-03-04,ISONE - Solar Thermal,13736
2022-03-04,ISONE - Total Generation,289812
2022-03-04,ISONE - Wind,16932
2022-03-04,MISO - Coal,566728.2
2022-03-04,MISO - Hydro,21039.600000000006
2022-03-04,MISO - Natural Gas,419257.20000000007
2022-03-04,MISO - Nuclear,244588.00000000006
2022-03-04,MISO - Other,12841.000000000002
2022-03-04,MISO - PeakLoad,80951
2022-03-04,MISO - Total Generation,1651702.3
2022-03-04,MISO - Wind,377440.48
2022-03-04,NYISO - Coal or Oil,81.16634200000034
2022-03-04,NYISO - Dual Fuel,102670.17265099997
2022-03-04,NYISO - Hydro,83028.75121700001
2022-03-04,NYISO - Natural Gas,67173.31463900002
2022-03-04,NYISO - Nuclear Power,74977.11675699979
2022-03-04,NYISO - Other Renewables,6453.224186999995
2022-03-04,NYISO - PeakLoad,19932
2022-03-04,NYISO - Total Generation,347667.7593999949
2022-03-04,NYISO - Wind,13296.530147000003
2022-03-04,PJM - Coal,452699.0
2022-03-04,PJM - Hydro,57605.0
2022-03-04,PJM - Natural Gas,954146.0
2022-03-04,PJM - Nuclear Power,737836.0
2022-03-04,PJM - Other,3865.0
2022-03-04,PJM - PeakLoad,105608
2022-03-04,PJM - Renewables,15412.0
2022-03-04,PJM - Residual Oil,6343.0
2022-03-04,PJM - Solar,25916.0
2022-03-04,PJM - Total Generation,2335088.0
2022-03-04,PJM - Wind,81266.0
2022-03-04,SPP - Coal,130215
2022-03-04,SPP - Diesel,24
2022-03-04,SPP - Hydro,16162
2022-03-04,SPP - Natural Gas,54604
2022-03-04,SPP - Nuclear Power,40074
2022-03-04,SPP - PeakLoad,30808
2022-03-04,SPP - Total Generation,693448
2022-03-04,SPP - Wind,452369
2022-03-05,AESO - PeakLoad,10678
2022-03-05,BPA - PeakLoad,7413
2022-03-05,CAISO - Biogas,4860.0
2022-03-05,CAISO - Biomass,6407.0
2022-03-05,CAISO - Geothermal Steam,18535.0
2022-03-05,CAISO - Hydro,37162.0
2022-03-05,CAISO - Nuclear Power,54572.0
2022-03-05,CAISO - PeakLoad,25687
2022-03-05,CAISO - Power Imports,136621.0
2022-03-05,CAISO - Solar PV,70769.0
2022-03-05,CAISO - Solar Thermal,0.0
2022-03-05,CAISO - Thermal Power,105855.0
2022-03-05,CAISO - Total Generation,542315.0
2022-03-05,CAISO - Wind,107534.0
2022-03-05,ERCOT - Coal,159172.0
2022-03-05,ERCOT - Hydro,375.0
2022-03-05,ERCOT - Natural Gas,185190.0
2022-03-05,ERCOT - Nuclear,123082.0
2022-03-05,ERCOT - Other,1450.0
2022-03-05,ERCOT - PeakLoad,42989
2022-03-05,ERCOT - Solar,38729.0
2022-03-05,ERCOT - Total Generation,938701.0
2022-03-05,ERCOT - Wind,430703.0
2022-03-05,IESO - Biofuel,0.0
2022-03-05,IESO - Hydro,89981.0
2022-03-05,IESO - Natural Gas,24032.0
2022-03-05,IESO - Nuclear Power,220102.0
2022-03-05,IESO - PeakLoad,17733
2022-03-05,IESO - Total Generation,384741.0
2022-03-05,IESO - Wind,50626.0
2022-03-05,ISONE - Coal,0
2022-03-05,ISONE - Hydro,23962
2022-03-05,ISONE - Natural Gas,132547
2022-03-05,ISONE - Nuclear Power,80241
2022-03-05,ISONE - Other,17189
2022-03-05,ISONE - PeakLoad,13407
2022-03-05,ISONE - Residual Oil,275
2022-03-05,ISONE - Solar Thermal,11038
2022-03-05,ISONE - Total Generation,276309
2022-03-05,ISONE - Wind,11057
2022-03-05,MISO - Coal,530300.6
2022-03-05,MISO - Hydro,17230.9
2022-03-05,MISO - Natural Gas,290900.7
2022-03-05,MISO - Nuclear,243752.90000000005
2022-03-05,MISO - Other,11252.300000000003
2022-03-05,MISO - PeakLoad,70669
2022-03-05,MISO - Total Generation,1472859.4999999998
2022-03-05,MISO - Wind,276697.4
2022-03-05,NYISO - Coal or Oil,73.49970600000037
2022-03-05,NYISO - Dual Fuel,77265.35760399996
2022-03-05,NYISO - Hydro,78868.26785899999
2022-03-05,NYISO - Natural Gas,52692.955894000006
2022-03-05,NYISO - Nuclear Power,77070.4417169998
2022-03-05,NYISO - Other Renewables,6509.390628999996
2022-03-05,NYISO - PeakLoad,18192
2022-03-05,NYISO - Total Generation,304818.80675999454
2022-03-05,NYISO - Wind,12349.867266999998
2022-03-05,PJM - Coal,353032.0
2022-03-05,PJM - Hydro,42190.0
2022-03-05,PJM - Natural Gas,775094.0
2022-03-05,PJM - Nuclear Power,718576.0
2022-03-05,PJM - Other,3333.0
2022-03-05,PJM - PeakLoad,88300
2022-03-05,PJM - Renewables,14673.0
2022-03-05,PJM - Residual Oil,5385.0
2022-03-05,PJM - Solar,18128.0
2022-03-05,PJM - Total Generation,2098870.0
2022-03-05,PJM - Wind,168460.0
2022-03-05,SPP - Coal,129548
2022-03-05,SPP - Diesel,154
2022-03-05,SPP - Hydro,14331
2022-03-05,SPP - Natural Gas,42037
2022-03-05,SPP - Nuclear Power,38830
2022-03-05,SPP - PeakLoad,25405
2022-03-05,SPP - Total Generation,675029
2022-03-05,SPP - Wind,450129
2022-03-06,AESO - PeakLoad,10671
2022-03-06,BPA - PeakLoad,7417
2022-03-06,CAISO - Biogas,4884.0
2022-03-06,CAISO - Biomass,6458.0
2022-03-06,CAISO - Geothermal Steam,20298.0
2022-03-06,CAISO - Hydro,35393.0
2022-03-06,CAISO - Nuclear Power,54508.0
2022-03-06,CAISO - PeakLoad,25066
2022-03-06,CAISO - Power Imports,105267.0
2022-03-06,CAISO - Solar PV,85368.0
2022-03-06,CAISO - Solar Thermal,0.0
2022-03-06,CAISO - Thermal Power,119439.0
2022-03-06,CAISO - Total Generation,507750.0
2022-03-06,CAISO - Wind,76135.0
2022-03-06,ERCOT - Coal,155793.0
2022-03-06,ERCOT - Hydro,410.0
2022-03-06,ERCOT - Natural Gas,163598.0
2022-03-06,ERCOT - Nuclear,123032.0
2022-03-06,ERCOT - Other,1255.0
2022-03-06,ERCOT - PeakLoad,44604
2022-03-06,ERCOT - Solar,45178.0
2022-03-06,ERCOT - Total Generation,958300.0
2022-03-06,ERCOT - Wind,469034.0
2022-03-06,IESO - PeakLoad,16875
2022-03-06,ISONE - Coal,0
2022-03-06,ISONE - Hydro,24016
2022-03-06,ISONE - Natural Gas,111996
2022-03-06,ISONE - Nuclear Power,80287
2022-03-06,ISONE - Other,15907
2022-03-06,ISONE - PeakLoad,14320
2022-03-06,ISONE - Residual Oil,0
2022-03-06,ISONE - Solar Thermal,5561
2022-03-06,ISONE - Total Generation,255733
2022-03-06,ISONE - Wind,17966
2022-03-06,MISO - Coal,515703.70000000007
2022-03-06,MISO - Hydro,20612.5
2022-03-06,MISO - Natural Gas,280126.10000000003
2022-03-06,MISO - Nuclear,243937.30000000002
2022-03-06,MISO - Other,10944.800000000001
2022-03-06,MISO - PeakLoad,73995
2022-03-06,MISO - Total Generation,1472975.2
2022-03-06,MISO - Wind,395598.61000000004
2022-03-06,NYISO - Coal or Oil,79.83301400000025
2022-03-06,NYISO - Dual Fuel,75728.61375100007
2022-03-06,NYISO - Hydro,64427.99228699999
2022-03-06,NYISO - Natural Gas,42002.99865400001
2022-03-06,NYISO - Nuclear Power,70878.29981900008
2022-03-06,NYISO - Other Renewables,5671.477313999999
2022-03-06,NYISO - PeakLoad,16992
2022-03-06,NYISO - Total Generation,293950.3248499962
2022-03-06,NYISO - Wind,35171.69264600001
2022-03-06,PJM - Coal,343787.0
2022-03-06,PJM - Hydro,43355.0
2022-03-06,PJM - Natural Gas,646943.0
2022-03-06,PJM - Nuclear Power,713160.0
2022-03-06,PJM - Other,2390.0
2022-03-06,PJM - PeakLoad,82819
2022-03-06,PJM - Renewables,14387.0
2022-03-06,PJM - Residual Oil,5397.0
2022-03-06,PJM - Solar,14334.0
2022-03-06,PJM - Total Generation,1932584.0
2022-03-06,PJM - Wind,148830.0
2022-03-06,SPP - Coal,206500
2022-03-06,SPP - Diesel,44
2022-03-06,SPP - Hydro,14122
2022-03-06,SPP - Natural Gas,48310
2022-03-06,SPP - Nuclear Power,45275
2022-03-06,SPP - PeakLoad,32234
2022-03-06,SPP - Total Generation,705412
2022-03-06,SPP - Wind,391161
2022-03-07,AESO - PeakLoad,10943
2022-03-07,BPA - PeakLoad,8403
2022-03-07,CAISO - Biogas,4886.0
2022-03-07,CAISO - Biomass,6286.0
2022-03-07,CAISO - Geothermal Steam,20417.0
2022-03-07,CAISO - Hydro,40055.0
2022-03-07,CAISO - Nuclear Power,54016.0
2022-03-07,CAISO - PeakLoad,27123
2022-03-07,CAISO - Power Imports,126489.0
2022-03-07,CAISO - Solar PV,102786.0
2022-03-07,CAISO - Solar Thermal,0.0
2022-03-07,CAISO - Thermal Power,157031.0
2022-03-07,CAISO - Total Generation,554707.0
2022-03-07,CAISO - Wind,42741.0
2022-03-07,ERCOT - Coal,175211.0
2022-03-07,ERCOT - Hydro,1466.0
2022-03-07,ERCOT - Natural Gas,399443.0
2022-03-07,ERCOT - Nuclear,123015.0
2022-03-07,ERCOT - Other,1217.0
2022-03-07,ERCOT - PeakLoad,47495
2022-03-07,ERCOT - Solar,59207.0
2022-03-07,ERCOT - Total Generation,1048278.0
2022-03-07,ERCOT - Wind,288719.0
2022-03-07,IESO - Biofuel,522.0
2022-03-07,IESO - Hydro,101524.0
2022-03-07,IESO - Natural Gas,54118.0
2022-03-07,IESO - Nuclear Power,220320.0
2022-03-07,IESO - PeakLoad,18919
2022-03-07,IESO - Total Generation,408721.0
2022-03-07,IESO - Wind,32237.0
2022-03-07,ISONE - Coal,0
2022-03-07,ISONE - Hydro,26930
2022-03-07,ISONE - Natural Gas,123944
2022-03-07,ISONE - Nuclear Power,80297
2022-03-07,ISONE - Other,16051
2022-03-07,ISONE - PeakLoad,14974
2022-03-07,ISONE - Residual Oil,21
2022-03-07,ISONE - Solar Thermal,3962
2022-03-07,ISONE - Total Generation,265534
2022-03-07,ISONE - Wind,14329
2022-03-07,MISO - Coal,589323.1
2022-03-07,MISO - Hydro,25380.0
2022-03-07,MISO - Natural Gas,455255.9
2022-03-07,MISO - Nuclear,244273.59999999998
2022-03-07,MISO - Other,11741.099999999997
2022-03-07,MISO - PeakLoad,82063
2022-03-07,MISO - Total Generation,1654001.5999999999
2022-03-07,MISO - Wind,321476.89
2022-03-07,NYISO - Coal or Oil,73.99970400000036
2022-03-07,NYISO - Dual Fuel,76810.19275800005
2022-03-07,NYISO - Hydro,90751.97032400005
2022-03-07,NYISO - Natural Gas,62657.16603700004
2022-03-07,NYISO - Nuclear Power,50607.88090100012
2022-03-07,NYISO - Other Renewables,5431.311608000004
2022-03-07,NYISO - PeakLoad,18757
2022-03-07,NYISO - Total Generation,302798.97088999604
2022-03-07,NYISO - Wind,16477.350757000007
2022-03-07,PJM - Coal,406513.0
2022-03-07,PJM - Hydro,48703.0
2022-03-07,PJM - Natural Gas,776308.0
2022-03-07,PJM - Nuclear Power,721614.0
2022-03-07,PJM - Other,4516.0
2022-03-07,PJM - PeakLoad,92877
2022-03-07,PJM - Renewables,13982.0
2022-03-07,PJM - Residual Oil,5384.0
2022-03-07,PJM - Solar,13274.0
2022-03-07,PJM - Total Generation,2126252.0
2022-03-07,PJM - Wind,135959.0
2022-03-07,SPP - Coal,292892
2022-03-07,SPP - Diesel,24
2022-03-07,SPP - Hydro,16431
2022-03-07,SPP - Natural Gas,125558
2022-03-07,SPP - Nuclear Power,48074
2022-03-07,SPP - PeakLoad,34883
2022-03-07,SPP - Total Generation,762811
2022-03-07,SPP - Wind,279831
2022-03-08,AESO - PeakLoad,10939
2022-03-08,BPA - PeakLoad,7836
2022-03-08,CAISO - Biogas,4914.0
2022-03-08,CAISO - Biomass,6605.0
2022-03-08,CAISO - Geothermal Steam,20575.0
2022-03-08,CAISO - Hydro,39986.0
2022-03-08,CAISO - Nuclear Power,53396.0
2022-03-08,CAISO - PeakLoad,26739
2022-03-08,CAISO - Power Imports,119127.0
2022-03-08,CAISO - Solar PV,113004.0
2022-03-08,CAISO - Solar Thermal,0.0
2022-03-08,CAISO - Thermal Power,168842.0
2022-03-08,CAISO - Total Generation,552273.0
2022-03-08,CAISO - Wind,25824.0
2022-03-08,ERCOT - Coal,152757.0
2022-03-08,ERCOT - Hydro,1525.0
2022-03-08,ERCOT - Natural Gas,672001.0
2022-03-08,ERCOT - Nuclear,123109.0
2022-03-08,ERCOT - Other,1015.0
2022-03-08,ERCOT - PeakLoad,50725
2022-03-08,ERCOT - Solar,64656.0
2022-03-08,ERCOT - Total Generation,1120410.0
2022-03-08,ERCOT - Wind,105347.0
2022-03-08,IESO - Biofuel,510.0
2022-03-08,IESO - Hydro,98568.0
2022-03-08,IESO - Natural Gas,49256.0
2022-03-08,IESO - Nuclear Power,220468.0
2022-03-08,IESO - PeakLoad,18690
2022-03-08,IESO - Total Generation,400276.0
2022-03-08,IESO - Wind,31474.0
2022-03-08,ISONE - Coal,39
2022-03-08,ISONE - Hydro,27742
2022-03-08,ISONE - Natural Gas,117194
2022-03-08,ISONE - Nuclear Power,80263
2022-03-08,ISONE - Other,16290
2022-03-08,ISONE - PeakLoad,15343
2022-03-08,ISONE - Residual Oil,0
2022-03-08,ISONE - Solar Thermal,13821
2022-03-08,ISONE - Total Generation,278350
2022-03-08,ISONE - Wind,23001
2022-03-08,MISO - Coal,600237.2000000001
2022-03-08,MISO - Hydro,23016.8
2022-03-08,MISO - Natural Gas,505934.39999999997
2022-03-08,MISO - Nuclear,244391.00000000003
2022-03-08,MISO - Other,11942.2
2022-03-08,MISO - PeakLoad,82386
2022-03-08,MISO - Total Generation,1708055.6999999997
2022-03-08,MISO - Wind,312815.95000000007
2022-03-08,NYISO - Coal or Oil,74.33303600000038
2022-03-08,NYISO - Dual Fuel,82534.66985999998
2022-03-08,NYISO - Hydro,89195.97654799996
2022-03-08,NYISO - Natural Gas,55455.86150900002
2022-03-08,NYISO - Nuclear Power,49884.05046299996
2022-03-08,NYISO - Other Renewables,5346.728613000005
2022-03-08,NYISO - PeakLoad,19057
2022-03-08,NYISO - Total Generation,298538.057999997
2022-03-08,NYISO - Wind,16057.185770999986
2022-03-08,PJM - Coal,458480.0
2022-03-08,PJM - Hydro,52874.0
2022-03-08,PJM - Natural Gas,892269.0
2022-03-08,PJM - Nuclear Power,725838.0
2022-03-08,PJM - Other,6610.0
2022-03-08,PJM - PeakLoad,95504
2022-03-08,PJM - Renewables,13077.0
2022-03-08,PJM - Residual Oil,4998.0
2022-03-08,PJM - Solar,21603.0
2022-03-08,PJM - Total Generation,2210380.0
2022-03-08,PJM - Wind,34630.0
2022-03-08,SPP - Coal,369913
2022-03-08,SPP - Diesel,24
2022-03-08,SPP - Hydro,18369
2022-03-08,SPP - Natural Gas,178725
2022-03-08,SPP - Nuclear Power,48478
2022-03-08,SPP - PeakLoad,35687
2022-03-08,SPP - Total Generation,771324
2022-03-08,SPP - Wind,155816
2022-03-09,AESO - PeakLoad,10939
2022-03-09,BPA - PeakLoad,8197
2022-03-09,CAISO - Biogas,4812.0
2022-03-09,CAISO - Biomass,6796.0
2022-03-09,CAISO - Geothermal Steam,20988.0
2022-03-09,CAISO - Hydro,39664.0
2022-03-09,CAISO - Nuclear Power,53002.0
2022-03-09,CAISO - PeakLoad,26746
2022-03-09,CAISO - Power Imports,96834.0
2022-03-09,CAISO - Solar PV,101187.0
2022-03-09,CAISO - Solar Thermal,0.0
2022-03-09,CAISO - Thermal Power,156581.0
2022-03-09,CAISO - Total Generation,550281.0
2022-03-09,CAISO - Wind,70417.0
2022-03-09,ERCOT - Coal,125613.0
2022-03-09,ERCOT - Hydro,1532.0
2022-03-09,ERCOT - Natural Gas,410183.0
2022-03-09,ERCOT - Nuclear,123162.0
2022-03-09,ERCOT - Other,1205.0
2022-03-09,ERCOT - PeakLoad,53814
2022-03-09,ERCOT - Solar,75292.0
2022-03-09,ERCOT - Total Generation,1051459.0
2022-03-09,ERCOT - Wind,314472.0
2022-03-09,IESO - Biofuel,1394.0
2022-03-09,IESO - Hydro,99074.0
2022-03-09,IESO - Natural Gas,65110.0
2022-03-09,IESO - Nuclear Power,203115.0
2022-03-09,IESO - PeakLoad,18124
2022-03-09,IESO - Total Generation,398268.0
2022-03-09,IESO - Wind,29575.0
2022-03-09,ISONE - Coal,138
2022-03-09,ISONE - Hydro,29482
2022-03-09,ISONE - Natural Gas,182496
2022-03-09,ISONE - Nuclear Power,80290
2022-03-09,ISONE - Other,15889
2022-03-09,ISONE - PeakLoad,16558
2022-03-09,ISONE - Residual Oil,18
2022-03-09,ISONE - Solar Thermal,2630
2022-03-09,ISONE - Total Generation,315435
2022-03-09,ISONE - Wind,4492
2022-03-09,MISO - Coal,596007.3
2022-03-09,MISO - Hydro,25836.299999999992
2022-03-09,MISO - Natural Gas,515460.50000000006
2022-03-09,MISO - Nuclear,244076.4
2022-03-09,MISO - Other,12313.099999999997
2022-03-09,MISO - PeakLoad,82518
2022-03-09,MISO - Total Generation,1722572.3999999997
2022-03-09,MISO - Wind,315832.61000000004
2022-03-09,NYISO - Coal or Oil,254.99898000000033
2022-03-09,NYISO - Dual Fuel,99223.18643899997
2022-03-09,NYISO - Hydro,88134.31412799994
2022-03-09,NYISO - Natural Gas,76034.612527
2022-03-09,NYISO - Nuclear Power,49370.635849999984
2022-03-09,NYISO - Other Renewables,4153.566719
2022-03-09,NYISO - PeakLoad,19981
2022-03-09,NYISO - Total Generation,324187.8652999975
2022-03-09,NYISO - Wind,7028.2218870000015
2022-03-09,PJM - Coal,458593.0
2022-03-09,PJM - Hydro,60812.0
2022-03-09,PJM - Natural Gas,979178.0
2022-03-09,PJM - Nuclear Power,714116.0
2022-03-09,PJM - Other,16768.0
2022-03-09,PJM - PeakLoad,98840
2022-03-09,PJM - Renewables,12332.0
2022-03-09,PJM - Residual Oil,5197.0
2022-03-09,PJM - Solar,6726.0
2022-03-09,PJM - Total Generation,2306183.0
2022-03-09,PJM - Wind,52461.0
2022-03-09,SPP - Coal,349111
2022-03-09,SPP - Diesel,26
2022-03-09,SPP - Hydro,18806
2022-03-09,SPP - Natural Gas,104386
2022-03-09,SPP - Nuclear Power,48662
2022-03-09,SPP - PeakLoad,35858
2022-03-09,SPP - Total Generation,772180
2022-03-09,SPP - Wind,251190
2022-03-10,AESO - PeakLoad,11025
2022-03-10,BPA - PeakLoad,9189
2022-03-10,CAISO - Biogas,5083.0
2022-03-10,CAISO - Biomass,6705.0
2022-03-10,CAISO - Geothermal Steam,22403.0
2022-03-10,CAISO - Hydro,36404.0
2022-03-10,CAISO - Nuclear Power,52712.0
2022-03-10,CAISO - PeakLoad,26911
2022-03-10,CAISO - Power Imports,109303.0
2022-03-10,CAISO - Solar PV,108331.0
2022-03-10,CAISO - Solar Thermal,0.0
2022-03-10,CAISO - Thermal Power,152456.0
2022-03-10,CAISO - Total Generation,556100.0
2022-03-10,CAISO - Wind,62703.0
2022-03-10,ERCOT - Coal,142534.0
2022-03-10,ERCOT - Hydro,522.0
2022-03-10,ERCOT - Natural Gas,310099.0
2022-03-10,ERCOT - Nuclear,123147.0
2022-03-10,ERCOT - Other,1118.0
2022-03-10,ERCOT - PeakLoad,49711
2022-03-10,ERCOT - Solar,81166.0
2022-03-10,ERCOT - Total Generation,988544.0
2022-03-10,ERCOT - Wind,329958.0
2022-03-10,IESO - Biofuel,1352.0
2022-03-10,IESO - Hydro,104823.0
2022-03-10,IESO - Natural Gas,67990.0
2022-03-10,IESO - Nuclear Power,200601.0
2022-03-10,IESO - PeakLoad,18326
2022-03-10,IESO - Total Generation,387715.0
2022-03-10,IESO - Wind,12949.0
2022-03-10,ISONE - Coal,221
2022-03-10,ISONE - Hydro,31318
2022-03-10,ISONE - Natural Gas,143889
2022-03-10,ISONE - Nuclear Power,80275
2022-03-10,ISONE - Other,16165
2022-03-10,ISONE - PeakLoad,15174
2022-03-10,ISONE - Residual Oil,16
2022-03-10,ISONE - Solar Thermal,9181
2022-03-10,ISONE - Total Generation,291549
2022-03-10,ISONE - Wind,10484
2022-03-10,MISO - Coal,653565.4999999999
2022-03-10,MISO - Hydro,27083.500000000004
2022-03-10,MISO - Natural Gas,572147.5999999999
2022-03-10,MISO - Nuclear,244085.9
2022-03-10,MISO - Other,12941.5
2022-03-10,MISO - PeakLoad,83325
2022-03-10,MISO - Total Generation,1701782.5
2022-03-10,MISO - Wind,180421.57000000004
2022-03-10,NYISO - Coal or Oil,522.3312440000002
2022-03-10,NYISO - Dual Fuel,93342.70996099997
2022-03-10,NYISO - Hydro,89543.14182600004
2022-03-10,NYISO - Natural Gas,74341.53596599998
2022-03-10,NYISO - Nuclear Power,50913.87967699989
2022-03-10,NYISO - Other Renewables,4926.563627000002
2022-03-10,NYISO - PeakLoad,18907
2022-03-10,NYISO - Total Generation,322708.0911599977
2022-03-10,NYISO - Wind,9129.546815000003
2022-03-10,PJM - Coal,456181.0
2022-03-10,PJM - Hydro,59312.0
2022-03-10,PJM - Natural Gas,971235.0
2022-03-10,PJM - Nuclear Power,728785.0
2022-03-10,PJM - Other,16601.0
2022-03-10,PJM - PeakLoad,101493
2022-03-10,PJM - Renewables,14079.0
2022-03-10,PJM - Residual Oil,5179.0
2022-03-10,PJM - Solar,12265.0
2022-03-10,PJM - Total Generation,2298383.0
2022-03-10,PJM - Wind,34746.0
2022-03-10,SPP - Coal,294763
2022-03-10,SPP - Diesel,26
2022-03-10,SPP - Hydro,17878
2022-03-10,SPP - Natural Gas,61938
2022-03-10,SPP - Nuclear Power,48623
2022-03-10,SPP - PeakLoad,35585
2022-03-10,SPP - Total Generation,804493
2022-03-10,SPP - Wind,381266
2022-03-11,AESO - PeakLoad,10998
2022-03-11,BPA - PeakLoad,8244
2022-03-11,CAISO - Biogas,5064.0
2022-03-11,CAISO - Biomass,6845.0
2022-03-11,CAISO - Geothermal Steam,22125.0
2022-03-11,CAISO - Hydro,37915.0
2022-03-11,CAISO - Nuclear Power,52397.0
2022-03-11,CAISO - PeakLoad,26064
2022-03-11,CAISO - Power Imports,119508.0
2022-03-11,CAISO - Solar PV,119962.0
2022-03-11,CAISO - Solar Thermal,0.0
2022-03-11,CAISO - Thermal Power,159930.0
2022-03-11,CAISO - Total Generation,546252.0
2022-03-11,CAISO - Wind,22506.0
2022-03-11,ERCOT - Coal,197243.0
2022-03-11,ERCOT - Hydro,617.0
2022-03-11,ERCOT - Natural Gas,486223.0
2022-03-11,ERCOT - Nuclear,123196.0
2022-03-11,ERCOT - Other,1209.0
2022-03-11,ERCOT - PeakLoad,54322
2022-03-11,ERCOT - Solar,30171.0
2022-03-11,ERCOT - Total Generation,1214342.0
2022-03-11,ERCOT - Wind,375683.0
2022-03-11,IESO - Biofuel,1346.0
2022-03-11,IESO - Hydro,106062.0
2022-03-11,IESO - Natural Gas,68873.0
2022-03-11,IESO - Nuclear Power,201379.0
2022-03-11,IESO - PeakLoad,18874
2022-03-11,IESO - Total Generation,394767.0
2022-03-11,IESO - Wind,17107.0
2022-03-11,ISONE - Coal,203
2022-03-11,ISONE - Hydro,30173
2022-03-11,ISONE - Natural Gas,138611
2022-03-11,ISONE - Nuclear Power,80223
2022-03-11,ISONE - Other,16479
2022-03-11,ISONE - PeakLoad,14448
2022-03-11,ISONE - Residual Oil,89
2022-03-11,ISONE - Solar Thermal,12865
2022-03-11,ISONE - Total Generation,284375
2022-03-11,ISONE - Wind,5732
2022-03-11,MISO - Coal,561976.2999999999
2022-03-11,MISO - Hydro,23230.200000000004
2022-03-11,MISO - Natural Gas,478266.60000000003
2022-03-11,MISO - Nuclear,242329.39999999997
2022-03-11,MISO - Other,12537.9
2022-03-11,MISO - PeakLoad,83625
2022-03-11,MISO - Total Generation,1759841.9000000001
2022-03-11,MISO - Wind,313897.59
2022-03-11,NYISO - Coal or Oil,77.74968900000034
2022-03-11,NYISO - Dual Fuel,81682.08993700003
2022-03-11,NYISO - Hydro,86339.82130600004
2022-03-11,NYISO - Natural Gas,63379.07981599996
2022-03-11,NYISO - Nuclear Power,50414.215009
2022-03-11,NYISO - Other Renewables,5803.893450999999
2022-03-11,NYISO - PeakLoad,18201
