Date,Item,Value
2015-01-16,CAISO - Geothermal Steam,25521.0
2015-01-16,CAISO - Hydro,36544.0
2015-01-16,CAISO - Nuclear Power,54398.0
2015-01-16,CAISO - PeakLoad,28592
2015-01-16,CAISO - Power Imports,199820.0
2015-01-16,CAISO - Solar PV,24501.0
2015-01-16,CAISO - Solar Thermal,518.0
2015-01-16,CAISO - Thermal Power,234932.0
2015-01-16,CAISO - Total Generation,596996.0
2015-01-16,CAISO - Wind,8538.0
2015-01-16,ERCOT - PeakLoad,49432
2015-01-16,IESO - Biofuel,739.0
2015-01-16,IESO - Hydro,106062.0
2015-01-16,IESO - Natural Gas,67952.0
2015-01-16,IESO - Nuclear Power,267019.0
2015-01-16,IESO - PeakLoad,20483
2015-01-16,IESO - Total Generation,470695.0
2015-01-16,IESO - Wind,28923.0
2015-01-16,ISONE - Coal,34182
2015-01-16,ISONE - Hydro,24672
2015-01-16,ISONE - Natural Gas,117579
2015-01-16,ISONE - Nuclear Power,96673
2015-01-16,ISONE - Other,19744
2015-01-16,ISONE - PeakLoad,18543
2015-01-16,ISONE - Residual Oil,3916
2015-01-16,ISONE - Solar Thermal,724
2015-01-16,ISONE - Total Generation,308389
2015-01-16,ISONE - Wind,10899
2015-01-16,MISO - PeakLoad,93015
2015-01-16,NYISO - PeakLoad,22452
2015-01-16,PJM - PeakLoad,113747
2015-01-16,SPP - Coal,337910
2015-01-16,SPP - Diesel,0
2015-01-16,SPP - Hydro,2189
2015-01-16,SPP - Natural Gas,106767
2015-01-16,SPP - Nuclear Power,61026
2015-01-16,SPP - PeakLoad,31298
2015-01-16,SPP - Total Generation,639395
2015-01-16,SPP - Wind,131502
2015-01-17,AESO - PeakLoad,10242
2015-01-17,BPA - PeakLoad,7466
2015-01-17,CAISO - Biogas,4090.0
2015-01-17,CAISO - Biomass,7256.0
2015-01-17,CAISO - Geothermal Steam,25379.0
2015-01-17,CAISO - Hydro,32211.0
2015-01-17,CAISO - Nuclear Power,54405.0
2015-01-17,CAISO - PeakLoad,26287
2015-01-17,CAISO - Power Imports,190671.0
2015-01-17,CAISO - Solar PV,26878.0
2015-01-17,CAISO - Solar Thermal,1149.0
2015-01-17,CAISO - Thermal Power,201286.0
2015-01-17,CAISO - Total Generation,546202.0
2015-01-17,CAISO - Wind,2877.0
2015-01-17,ERCOT - PeakLoad,39799
2015-01-17,IESO - Biofuel,67.0
2015-01-17,IESO - Hydro,101341.0
2015-01-17,IESO - Natural Gas,40774.0
2015-01-17,IESO - Nuclear Power,274494.0
2015-01-17,IESO - PeakLoad,19369
2015-01-17,IESO - Total Generation,463590.0
2015-01-17,IESO - Wind,46914.0
2015-01-17,ISONE - Coal,44284
2015-01-17,ISONE - Hydro,23788
2015-01-17,ISONE - Natural Gas,103778
2015-01-17,ISONE - Nuclear Power,96978
2015-01-17,ISONE - Other,19409
2015-01-17,ISONE - PeakLoad,18093
2015-01-17,ISONE - Residual Oil,1669
2015-01-17,ISONE - Solar Thermal,1245
2015-01-17,ISONE - Total Generation,298309
2015-01-17,ISONE - Wind,7158
2015-01-17,MISO - PeakLoad,80277
2015-01-17,NYISO - PeakLoad,21099
2015-01-17,PJM - PeakLoad,105024
2015-01-17,SPP - Coal,310980
2015-01-17,SPP - Diesel,0
2015-01-17,SPP - Hydro,2284
2015-01-17,SPP - Natural Gas,66693
2015-01-17,SPP - Nuclear Power,61002
2015-01-17,SPP - PeakLoad,25968
2015-01-17,SPP - Total Generation,578103
2015-01-17,SPP - Wind,137144
2015-01-18,AESO - PeakLoad,10356
2015-01-18,BPA - PeakLoad,6906
2015-01-18,CAISO - Biogas,4129.0
2015-01-18,CAISO - Biomass,7153.0
2015-01-18,CAISO - Geothermal Steam,25448.0
2015-01-18,CAISO - Hydro,30425.0
2015-01-18,CAISO - Nuclear Power,54401.0
2015-01-18,CAISO - PeakLoad,26330
2015-01-18,CAISO - Power Imports,205720.0
2015-01-18,CAISO - Solar PV,23079.0
2015-01-18,CAISO - Solar Thermal,87.0
2015-01-18,CAISO - Thermal Power,169705.0
2015-01-18,CAISO - Total Generation,528187.0
2015-01-18,CAISO - Wind,8040.0
2015-01-18,ERCOT - PeakLoad,36652
2015-01-18,IESO - Biofuel,60.0
2015-01-18,IESO - Hydro,102049.0
2015-01-18,IESO - Natural Gas,31067.0
2015-01-18,IESO - Nuclear Power,276826.0
2015-01-18,IESO - PeakLoad,18929
2015-01-18,IESO - Total Generation,446133.0
2015-01-18,IESO - Wind,36131.0
2015-01-18,ISONE - Coal,38905
2015-01-18,ISONE - Hydro,21520
2015-01-18,ISONE - Natural Gas,97922
2015-01-18,ISONE - Nuclear Power,97060
2015-01-18,ISONE - Other,19229
2015-01-18,ISONE - PeakLoad,17043
2015-01-18,ISONE - Residual Oil,0
2015-01-18,ISONE - Solar Thermal,168
2015-01-18,ISONE - Total Generation,284223
2015-01-18,ISONE - Wind,9419
2015-01-18,MISO - PeakLoad,76813
2015-01-18,NYISO - PeakLoad,20222
2015-01-18,PJM - PeakLoad,99421
2015-01-18,SPP - Coal,337625
2015-01-18,SPP - Diesel,0
2015-01-18,SPP - Hydro,2215
2015-01-18,SPP - Natural Gas,67940
2015-01-18,SPP - Nuclear Power,61041
2015-01-18,SPP - PeakLoad,25627
2015-01-18,SPP - Total Generation,567878
2015-01-18,SPP - Wind,99058
2015-01-19,AESO - PeakLoad,10789
2015-01-19,BPA - PeakLoad,7392
2015-01-19,CAISO - Biogas,3743.0
2015-01-19,CAISO - Biomass,7415.0
2015-01-19,CAISO - Geothermal Steam,25645.0
2015-01-19,CAISO - Hydro,32783.0
2015-01-19,CAISO - Nuclear Power,54399.0
2015-01-19,CAISO - PeakLoad,29216
2015-01-19,CAISO - Power Imports,198499.0
2015-01-19,CAISO - Solar PV,25388.0
2015-01-19,CAISO - Solar Thermal,186.0
2015-01-19,CAISO - Thermal Power,218051.0
2015-01-19,CAISO - Total Generation,580775.0
2015-01-19,CAISO - Wind,14666.0
2015-01-19,ERCOT - PeakLoad,39913
2015-01-19,IESO - Biofuel,855.0
2015-01-19,IESO - Hydro,116985.0
2015-01-19,IESO - Natural Gas,50249.0
2015-01-19,IESO - Nuclear Power,282478.0
2015-01-19,IESO - PeakLoad,20372
2015-01-19,IESO - Total Generation,463250.0
2015-01-19,IESO - Wind,12683.0
2015-01-19,ISONE - Coal,36126
2015-01-19,ISONE - Hydro,26195
2015-01-19,ISONE - Natural Gas,89010
2015-01-19,ISONE - Nuclear Power,97110
2015-01-19,ISONE - Other,18906
2015-01-19,ISONE - PeakLoad,17926
2015-01-19,ISONE - Residual Oil,0
2015-01-19,ISONE - Solar Thermal,590
2015-01-19,ISONE - Total Generation,277611
2015-01-19,ISONE - Wind,9674
2015-01-19,MISO - PeakLoad,84439
2015-01-19,NYISO - PeakLoad,21623
2015-01-19,PJM - PeakLoad,107062
2015-01-19,SPP - Coal,369385
2015-01-19,SPP - Diesel,0
2015-01-19,SPP - Hydro,2349
2015-01-19,SPP - Natural Gas,104504
2015-01-19,SPP - Nuclear Power,61037
2015-01-19,SPP - PeakLoad,27350
2015-01-19,SPP - Total Generation,582542
2015-01-19,SPP - Wind,45267
2015-01-20,AESO - PeakLoad,10602
2015-01-20,BPA - PeakLoad,8143
2015-01-20,CAISO - Biogas,3921.0
2015-01-20,CAISO - Biomass,7963.0
2015-01-20,CAISO - Geothermal Steam,25728.0
2015-01-20,CAISO - Hydro,36146.0
2015-01-20,CAISO - Nuclear Power,54449.0
2015-01-20,CAISO - PeakLoad,29663
2015-01-20,CAISO - Power Imports,195351.0
2015-01-20,CAISO - Solar PV,16710.0
2015-01-20,CAISO - Solar Thermal,0.0
2015-01-20,CAISO - Thermal Power,256006.0
2015-01-20,CAISO - Total Generation,600911.0
2015-01-20,CAISO - Wind,4637.0
2015-01-20,ERCOT - PeakLoad,39646
2015-01-20,IESO - Biofuel,784.0
2015-01-20,IESO - Hydro,124073.0
2015-01-20,IESO - Natural Gas,62938.0
2015-01-20,IESO - Nuclear Power,282401.0
2015-01-20,IESO - PeakLoad,20664
2015-01-20,IESO - Total Generation,473342.0
2015-01-20,IESO - Wind,3146.0
2015-01-20,ISONE - Coal,36403
2015-01-20,ISONE - Hydro,30120
2015-01-20,ISONE - Natural Gas,97057
2015-01-20,ISONE - Nuclear Power,97076
2015-01-20,ISONE - Other,18706
2015-01-20,ISONE - PeakLoad,18284
2015-01-20,ISONE - Residual Oil,132
2015-01-20,ISONE - Solar Thermal,1168
2015-01-20,ISONE - Total Generation,291383
2015-01-20,ISONE - Wind,10721
2015-01-20,MISO - PeakLoad,85037
2015-01-20,NYISO - PeakLoad,22144
2015-01-20,PJM - PeakLoad,109218
2015-01-20,SPP - Coal,368079
2015-01-20,SPP - Diesel,0
2015-01-20,SPP - Hydro,2374
2015-01-20,SPP - Natural Gas,99990
2015-01-20,SPP - Nuclear Power,61021
2015-01-20,SPP - PeakLoad,27909
2015-01-20,SPP - Total Generation,604291
2015-01-20,SPP - Wind,72828
2015-01-21,AESO - PeakLoad,10560
2015-01-21,BPA - PeakLoad,8577
2015-01-21,CAISO - Biogas,4138.0
2015-01-21,CAISO - Biomass,7895.0
2015-01-21,CAISO - Geothermal Steam,25424.0
2015-01-21,CAISO - Hydro,31858.0
2015-01-21,CAISO - Nuclear Power,54445.0
2015-01-21,CAISO - PeakLoad,29477
2015-01-21,CAISO - Power Imports,179287.0
2015-01-21,CAISO - Solar PV,23674.0
2015-01-21,CAISO - Solar Thermal,257.0
2015-01-21,CAISO - Thermal Power,266883.0
2015-01-21,CAISO - Total Generation,600159.0
2015-01-21,CAISO - Wind,6298.0
2015-01-21,ERCOT - PeakLoad,38664
2015-01-21,IESO - Biofuel,865.0
2015-01-21,IESO - Hydro,122360.0
2015-01-21,IESO - Natural Gas,76559.0
2015-01-21,IESO - Nuclear Power,282329.0
2015-01-21,IESO - PeakLoad,20697
2015-01-21,IESO - Total Generation,488893.0
2015-01-21,IESO - Wind,6780.0
2015-01-21,ISONE - Coal,42493
2015-01-21,ISONE - Hydro,31453
2015-01-21,ISONE - Natural Gas,108917
2015-01-21,ISONE - Nuclear Power,97066
2015-01-21,ISONE - Other,20033
2015-01-21,ISONE - PeakLoad,18490
2015-01-21,ISONE - Residual Oil,89
2015-01-21,ISONE - Solar Thermal,847
2015-01-21,ISONE - Total Generation,304542
2015-01-21,ISONE - Wind,3644
2015-01-21,MISO - PeakLoad,85301
2015-01-21,NYISO - PeakLoad,22439
2015-01-21,PJM - PeakLoad,113076
2015-01-21,SPP - Coal,391974
2015-01-21,SPP - Diesel,378
2015-01-21,SPP - Hydro,3242
2015-01-21,SPP - Natural Gas,119480
2015-01-21,SPP - Nuclear Power,60962
2015-01-21,SPP - PeakLoad,29208
2015-01-21,SPP - Total Generation,630169
2015-01-21,SPP - Wind,54133
2015-01-22,AESO - PeakLoad,10336
2015-01-22,BPA - PeakLoad,7961
2015-01-22,CAISO - Biogas,4233.0
2015-01-22,CAISO - Biomass,7496.0
2015-01-22,CAISO - Geothermal Steam,25518.0
2015-01-22,CAISO - Hydro,34201.0
2015-01-22,CAISO - Nuclear Power,54451.0
2015-01-22,CAISO - PeakLoad,29502
2015-01-22,CAISO - Power Imports,184025.0
2015-01-22,CAISO - Solar PV,24359.0
2015-01-22,CAISO - Solar Thermal,575.0
2015-01-22,CAISO - Thermal Power,267140.0
2015-01-22,CAISO - Total Generation,604475.0
2015-01-22,CAISO - Wind,2477.0
2015-01-22,ERCOT - PeakLoad,46645
2015-01-22,IESO - Biofuel,877.0
2015-01-22,IESO - Hydro,120297.0
2015-01-22,IESO - Natural Gas,64067.0
2015-01-22,IESO - Nuclear Power,282089.0
2015-01-22,IESO - PeakLoad,20082
2015-01-22,IESO - Total Generation,475210.0
2015-01-22,IESO - Wind,7880.0
2015-01-22,ISONE - Coal,40428
2015-01-22,ISONE - Hydro,28565
2015-01-22,ISONE - Natural Gas,107868
2015-01-22,ISONE - Nuclear Power,97051
2015-01-22,ISONE - Other,20035
2015-01-22,ISONE - PeakLoad,18015
2015-01-22,ISONE - Residual Oil,67
2015-01-22,ISONE - Solar Thermal,652
2015-01-22,ISONE - Total Generation,298155
2015-01-22,ISONE - Wind,3489
2015-01-22,MISO - PeakLoad,89768
2015-01-22,NYISO - PeakLoad,22118
2015-01-22,PJM - PeakLoad,110797
2015-01-22,SPP - Coal,397905
2015-01-22,SPP - Diesel,8
2015-01-22,SPP - Hydro,3362
2015-01-22,SPP - Natural Gas,144691
2015-01-22,SPP - Nuclear Power,60984
2015-01-22,SPP - PeakLoad,29742
2015-01-22,SPP - Total Generation,651048
2015-01-22,SPP - Wind,44098
2015-01-23,AESO - PeakLoad,10274
2015-01-23,BPA - PeakLoad,7454
2015-01-23,CAISO - Biogas,4253.0
2015-01-23,CAISO - Biomass,7339.0
2015-01-23,CAISO - Geothermal Steam,25354.0
2015-01-23,CAISO - Hydro,32371.0
2015-01-23,CAISO - Nuclear Power,54533.0
2015-01-23,CAISO - PeakLoad,28485
2015-01-23,CAISO - Power Imports,178420.0
2015-01-23,CAISO - Solar PV,25443.0
2015-01-23,CAISO - Solar Thermal,307.0
2015-01-23,CAISO - Thermal Power,264995.0
2015-01-23,CAISO - Total Generation,596752.0
2015-01-23,CAISO - Wind,3737.0
2015-01-23,ERCOT - PeakLoad,45603
2015-01-23,IESO - Biofuel,846.0
2015-01-23,IESO - Hydro,116706.0
2015-01-23,IESO - Natural Gas,53281.0
2015-01-23,IESO - Nuclear Power,265898.0
2015-01-23,IESO - PeakLoad,19292
2015-01-23,IESO - Total Generation,474764.0
2015-01-23,IESO - Wind,38033.0
2015-01-23,ISONE - Coal,39792
2015-01-23,ISONE - Hydro,28480
2015-01-23,ISONE - Natural Gas,99143
2015-01-23,ISONE - Nuclear Power,97012
2015-01-23,ISONE - Other,20551
2015-01-23,ISONE - PeakLoad,17436
2015-01-23,ISONE - Residual Oil,62
2015-01-23,ISONE - Solar Thermal,1301
2015-01-23,ISONE - Total Generation,294041
2015-01-23,ISONE - Wind,7700
2015-01-23,MISO - PeakLoad,87549
2015-01-23,NYISO - PeakLoad,21425
2015-01-23,PJM - PeakLoad,111675
2015-01-23,SPP - Coal,369408
2015-01-23,SPP - Diesel,0
2015-01-23,SPP - Hydro,3044
2015-01-23,SPP - Natural Gas,136582
2015-01-23,SPP - Nuclear Power,61036
2015-01-23,SPP - PeakLoad,30857
2015-01-23,SPP - Total Generation,646307
2015-01-23,SPP - Wind,76236
2015-01-24,AESO - PeakLoad,9823
2015-01-24,BPA - PeakLoad,6857
2015-01-24,CAISO - Biogas,4312.0
2015-01-24,CAISO - Biomass,7582.0
2015-01-24,CAISO - Geothermal Steam,25283.0
2015-01-24,CAISO - Hydro,31955.0
2015-01-24,CAISO - Nuclear Power,54546.0
2015-01-24,CAISO - PeakLoad,26846
2015-01-24,CAISO - Power Imports,188105.0
2015-01-24,CAISO - Solar PV,27841.0
2015-01-24,CAISO - Solar Thermal,933.0
2015-01-24,CAISO - Thermal Power,193054.0
2015-01-24,CAISO - Total Generation,547794.0
2015-01-24,CAISO - Wind,14183.0
2015-01-24,ERCOT - PeakLoad,44635
2015-01-24,IESO - Biofuel,130.0
2015-01-24,IESO - Hydro,113362.0
2015-01-24,IESO - Natural Gas,53185.0
2015-01-24,IESO - Nuclear Power,245381.0
2015-01-24,IESO - PeakLoad,18528
2015-01-24,IESO - Total Generation,434654.0
2015-01-24,IESO - Wind,22596.0
2015-01-24,ISONE - Coal,40665
2015-01-24,ISONE - Hydro,30052
2015-01-24,ISONE - Natural Gas,84359
2015-01-24,ISONE - Nuclear Power,96918
2015-01-24,ISONE - Other,20481
2015-01-24,ISONE - PeakLoad,17329
2015-01-24,ISONE - Residual Oil,133
2015-01-24,ISONE - Solar Thermal,30
2015-01-24,ISONE - Total Generation,277500
2015-01-24,ISONE - Wind,4862
2015-01-24,MISO - PeakLoad,80625
2015-01-24,NYISO - PeakLoad,20458
2015-01-24,PJM - PeakLoad,102711
2015-01-24,SPP - Coal,315391
2015-01-24,SPP - Diesel,0
2015-01-24,SPP - Hydro,2293
2015-01-24,SPP - Natural Gas,106253
2015-01-24,SPP - Nuclear Power,60765
2015-01-24,SPP - PeakLoad,27390
2015-01-24,SPP - Total Generation,596999
2015-01-24,SPP - Wind,112297
2015-01-25,AESO - PeakLoad,10058
2015-01-25,BPA - PeakLoad,6710
2015-01-25,CAISO - Biogas,4267.0
2015-01-25,CAISO - Biomass,7700.0
2015-01-25,CAISO - Geothermal Steam,25386.0
2015-01-25,CAISO - Hydro,31323.0
2015-01-25,CAISO - Nuclear Power,54533.0
2015-01-25,CAISO - PeakLoad,26882
2015-01-25,CAISO - Power Imports,191026.0
2015-01-25,CAISO - Solar PV,24584.0
2015-01-25,CAISO - Solar Thermal,986.0
2015-01-25,CAISO - Thermal Power,187635.0
2015-01-25,CAISO - Total Generation,533788.0
2015-01-25,CAISO - Wind,6348.0
2015-01-25,ERCOT - PeakLoad,37369
2015-01-25,IESO - Biofuel,66.0
2015-01-25,IESO - Hydro,106077.0
2015-01-25,IESO - Natural Gas,51215.0
2015-01-25,IESO - Nuclear Power,256112.0
2015-01-25,IESO - PeakLoad,19542
2015-01-25,IESO - Total Generation,437324.0
2015-01-25,IESO - Wind,23854.0
2015-01-25,ISONE - Coal,35725
2015-01-25,ISONE - Hydro,25413
2015-01-25,ISONE - Natural Gas,75715
2015-01-25,ISONE - Nuclear Power,96915
2015-01-25,ISONE - Other,20305
2015-01-25,ISONE - PeakLoad,17376
2015-01-25,ISONE - Residual Oil,100
2015-01-25,ISONE - Solar Thermal,555
2015-01-25,ISONE - Total Generation,266261
2015-01-25,ISONE - Wind,11533
2015-01-25,MISO - PeakLoad,81167
2015-01-25,NYISO - PeakLoad,20754
2015-01-25,PJM - PeakLoad,101450
2015-01-25,SPP - Coal,303357
2015-01-25,SPP - Diesel,0
2015-01-25,SPP - Hydro,2079
2015-01-25,SPP - Natural Gas,91406
2015-01-25,SPP - Nuclear Power,60819
2015-01-25,SPP - PeakLoad,26418
2015-01-25,SPP - Total Generation,580275
2015-01-25,SPP - Wind,122614
2015-01-26,AESO - PeakLoad,10516
2015-01-26,BPA - PeakLoad,7402
2015-01-26,CAISO - Biogas,4154.0
2015-01-26,CAISO - Biomass,7318.0
2015-01-26,CAISO - Geothermal Steam,25476.0
2015-01-26,CAISO - Hydro,34443.0
2015-01-26,CAISO - Nuclear Power,54545.0
2015-01-26,CAISO - PeakLoad,29401
2015-01-26,CAISO - Power Imports,198902.0
2015-01-26,CAISO - Solar PV,7027.0
2015-01-26,CAISO - Solar Thermal,95.0
2015-01-26,CAISO - Thermal Power,253119.0
2015-01-26,CAISO - Total Generation,595966.0
2015-01-26,CAISO - Wind,10887.0
2015-01-26,ERCOT - PeakLoad,42835
2015-01-26,IESO - Biofuel,787.0
2015-01-26,IESO - Hydro,117135.0
2015-01-26,IESO - Natural Gas,82014.0
2015-01-26,IESO - Nuclear Power,276569.0
2015-01-26,IESO - PeakLoad,20679
2015-01-26,IESO - Total Generation,501093.0
2015-01-26,IESO - Wind,24588.0
2015-01-26,ISONE - Coal,43551
2015-01-26,ISONE - Hydro,29096
2015-01-26,ISONE - Natural Gas,134511
2015-01-26,ISONE - Nuclear Power,96918
2015-01-26,ISONE - Other,20737
2015-01-26,ISONE - PeakLoad,19438
2015-01-26,ISONE - Residual Oil,249
2015-01-26,ISONE - Solar Thermal,244
2015-01-26,ISONE - Total Generation,329992
2015-01-26,ISONE - Wind,4686
2015-01-26,MISO - PeakLoad,88469
2015-01-26,NYISO - PeakLoad,23112
2015-01-26,PJM - PeakLoad,119092
2015-01-26,SPP - Coal,349124
2015-01-26,SPP - Diesel,1
2015-01-26,SPP - Hydro,2158
2015-01-26,SPP - Natural Gas,110819
2015-01-26,SPP - Nuclear Power,61007
2015-01-26,SPP - PeakLoad,29465
2015-01-26,SPP - Total Generation,601838
2015-01-26,SPP - Wind,78729
2015-01-27,AESO - PeakLoad,10526
2015-01-27,BPA - PeakLoad,7262
2015-01-27,CAISO - Biogas,3816.0
2015-01-27,CAISO - Biomass,7523.0
2015-01-27,CAISO - Geothermal Steam,25762.0
2015-01-27,CAISO - Hydro,34369.0
2015-01-27,CAISO - Nuclear Power,54537.0
2015-01-27,CAISO - PeakLoad,29226
2015-01-27,CAISO - Power Imports,196917.0
2015-01-27,CAISO - Solar PV,16360.0
2015-01-27,CAISO - Solar Thermal,256.0
2015-01-27,CAISO - Thermal Power,250535.0
2015-01-27,CAISO - Total Generation,592911.0
2015-01-27,CAISO - Wind,2836.0
2015-01-27,ERCOT - PeakLoad,39362
2015-01-27,IESO - Biofuel,815.0
2015-01-27,IESO - Hydro,118343.0
2015-01-27,IESO - Natural Gas,78646.0
2015-01-27,IESO - Nuclear Power,281993.0
2015-01-27,IESO - PeakLoad,20803
2015-01-27,IESO - Total Generation,497665.0
2015-01-27,IESO - Wind,17868.0
2015-01-27,ISONE - Coal,44846
2015-01-27,ISONE - Hydro,23835
2015-01-27,ISONE - Natural Gas,118013
2015-01-27,ISONE - Nuclear Power,82623
2015-01-27,ISONE - Other,20319
2015-01-27,ISONE - PeakLoad,18657
2015-01-27,ISONE - Residual Oil,11112
2015-01-27,ISONE - Solar Thermal,43
2015-01-27,ISONE - Total Generation,312790
2015-01-27,ISONE - Wind,11999
2015-01-27,MISO - PeakLoad,86891
2015-01-27,NYISO - PeakLoad,22964
2015-01-27,PJM - PeakLoad,119236
2015-01-27,SPP - Coal,340500
2015-01-27,SPP - Diesel,2
2015-01-27,SPP - Hydro,2151
2015-01-27,SPP - Natural Gas,97072
2015-01-27,SPP - Nuclear Power,61067
2015-01-27,SPP - PeakLoad,27890
2015-01-27,SPP - Total Generation,578521
2015-01-27,SPP - Wind,77729
2015-01-28,AESO - PeakLoad,10540
2015-01-28,BPA - PeakLoad,7332
2015-01-28,CAISO - Biogas,3920.0
2015-01-28,CAISO - Biomass,7259.0
2015-01-28,CAISO - Geothermal Steam,25633.0
2015-01-28,CAISO - Hydro,34403.0
2015-01-28,CAISO - Nuclear Power,54544.0
2015-01-28,CAISO - PeakLoad,29447
2015-01-28,CAISO - Power Imports,191483.0
2015-01-28,CAISO - Solar PV,17670.0
2015-01-28,CAISO - Solar Thermal,105.0
2015-01-28,CAISO - Thermal Power,259297.0
2015-01-28,CAISO - Total Generation,597566.0
2015-01-28,CAISO - Wind,3252.0
2015-01-28,ERCOT - PeakLoad,37065
2015-01-28,IESO - Biofuel,366.0
2015-01-28,IESO - Hydro,118928.0
2015-01-28,IESO - Natural Gas,74194.0
2015-01-28,IESO - Nuclear Power,281992.0
2015-01-28,IESO - PeakLoad,20490
2015-01-28,IESO - Total Generation,486000.0
2015-01-28,IESO - Wind,10520.0
2015-01-28,ISONE - Coal,46689
2015-01-28,ISONE - Hydro,24247
2015-01-28,ISONE - Natural Gas,140631
2015-01-28,ISONE - Nuclear Power,80405
2015-01-28,ISONE - Other,19474
2015-01-28,ISONE - PeakLoad,19388
2015-01-28,ISONE - Residual Oil,8025
2015-01-28,ISONE - Solar Thermal,290
2015-01-28,ISONE - Total Generation,330861
2015-01-28,ISONE - Wind,11100
2015-01-28,MISO - PeakLoad,87841
2015-01-28,NYISO - PeakLoad,23166
2015-01-28,PJM - PeakLoad,122630
2015-01-28,SPP - Coal,325807
2015-01-28,SPP - Diesel,0
2015-01-28,SPP - Hydro,2413
2015-01-28,SPP - Natural Gas,62643
2015-01-28,SPP - Nuclear Power,61041
2015-01-28,SPP - PeakLoad,26976
2015-01-28,SPP - Total Generation,569740
2015-01-28,SPP - Wind,117837
2015-01-29,AESO - PeakLoad,10622
2015-01-29,BPA - PeakLoad,7519
2015-01-29,CAISO - Biogas,4102.0
2015-01-29,CAISO - Biomass,6406.0
2015-01-29,CAISO - Geothermal Steam,25645.0
2015-01-29,CAISO - Hydro,32526.0
2015-01-29,CAISO - Nuclear Power,54551.0
2015-01-29,CAISO - PeakLoad,29251
2015-01-29,CAISO - Power Imports,191884.0
2015-01-29,CAISO - Solar PV,13959.0
2015-01-29,CAISO - Solar Thermal,6.0
2015-01-29,CAISO - Thermal Power,265726.0
2015-01-29,CAISO - Total Generation,596560.0
2015-01-29,CAISO - Wind,1755.0
2015-01-29,ERCOT - PeakLoad,36311
2015-01-29,IESO - Biofuel,98.0
2015-01-29,IESO - Hydro,113958.0
2015-01-29,IESO - Natural Gas,46922.0
2015-01-29,IESO - Nuclear Power,267466.0
2015-01-29,IESO - PeakLoad,20239
2015-01-29,IESO - Total Generation,469485.0
2015-01-29,IESO - Wind,41041.0
2015-01-29,ISONE - Coal,46099
2015-01-29,ISONE - Hydro,25245
2015-01-29,ISONE - Natural Gas,140670
2015-01-29,ISONE - Nuclear Power,80618
2015-01-29,ISONE - Other,19765
2015-01-29,ISONE - PeakLoad,18651
2015-01-29,ISONE - Residual Oil,4351
2015-01-29,ISONE - Solar Thermal,678
2015-01-29,ISONE - Total Generation,322316
2015-01-29,ISONE - Wind,4890
2015-01-29,MISO - PeakLoad,86021
2015-01-29,NYISO - PeakLoad,22758
2015-01-29,PJM - PeakLoad,117679
2015-01-29,SPP - Coal,350692
2015-01-29,SPP - Diesel,15
2015-01-29,SPP - Hydro,2606
2015-01-29,SPP - Natural Gas,65912
2015-01-29,SPP - Nuclear Power,61060
2015-01-29,SPP - PeakLoad,27464
2015-01-29,SPP - Total Generation,592141
2015-01-29,SPP - Wind,111857
2015-01-30,AESO - PeakLoad,10527
2015-01-30,BPA - PeakLoad,8076
2015-01-30,CAISO - Biogas,3994.0
2015-01-30,CAISO - Biomass,6235.0
2015-01-30,CAISO - Geothermal Steam,25617.0
2015-01-30,CAISO - Hydro,30717.0
2015-01-30,CAISO - Nuclear Power,54542.0
2015-01-30,CAISO - PeakLoad,28377
2015-01-30,CAISO - Power Imports,191160.0
2015-01-30,CAISO - Solar PV,15885.0
2015-01-30,CAISO - Solar Thermal,0.0
2015-01-30,CAISO - Thermal Power,246123.0
2015-01-30,CAISO - Total Generation,587635.0
2015-01-30,CAISO - Wind,13362.0
2015-01-30,ERCOT - PeakLoad,37578
2015-01-30,IESO - Biofuel,83.0
2015-01-30,IESO - Hydro,111639.0
2015-01-30,IESO - Natural Gas,65794.0
2015-01-30,IESO - Nuclear Power,259598.0
2015-01-30,IESO - PeakLoad,20656
2015-01-30,IESO - Total Generation,478640.0
2015-01-30,IESO - Wind,41526.0
2015-01-30,ISONE - Coal,46700
2015-01-30,ISONE - Hydro,27928
2015-01-30,ISONE - Natural Gas,112740
2015-01-30,ISONE - Nuclear Power,80600
2015-01-30,ISONE - Other,19837
2015-01-30,ISONE - PeakLoad,18070
2015-01-30,ISONE - Residual Oil,14994
2015-01-30,ISONE - Solar Thermal,81
2015-01-30,ISONE - Total Generation,309881
2015-01-30,ISONE - Wind,7001
2015-01-30,MISO - PeakLoad,87216
2015-01-30,NYISO - PeakLoad,22613
