Date,item,value,region,,,,,
10/5/2023,CONUS - STORAGE,10259.231,Conus,,,,,
10/6/2023,CONUS - STORAGE,8929.468,Conus,,,,,
10/7/2023,CONUS - STORAGE,15036.815,Conus,,,,,
10/8/2023,CONUS - STORAGE,16016.514,Conus,,,,,
10/9/2023,CONUS - STORAGE,9469.823,Conus,,,,,
10/10/2023,CONUS - STORAGE,8642.598,Conus,,,,,
10/11/2023,CONUS - STORAGE,9010.573,Conus,,,,,
10/12/2023,CONUS - STORAGE,9329.687,Conus,,,,,
10/13/2023,CONUS - STORAGE,8485.633,Conus,,,,,
10/14/2023,CONUS - STORAGE,14318.976,Conus,,,,,
10/15/2023,CONUS - STORAGE,12957.709,Conus,,,,,
10/16/2023,CONUS - STORAGE,5226.4424,Conus,,,,,
10/17/2023,CONUS - STORAGE,6941.8477,Conus,,,,,
10/18/2023,CONUS - STORAGE,9178.413,Conus,,,,,
10/19/2023,CONUS - STORAGE,10348.645,Conus,,,,,
10/20/2023,CONUS - STORAGE,10750.912,Conus,,,,,
10/21/2023,CONUS - STORAGE,16889.09,Conus,,,,,
10/22/2023,CONUS - STORAGE,14380.893,Conus,,,,,
10/23/2023,CONUS - STORAGE,8726.44,Conus,,,,,
10/24/2023,CONUS - STORAGE,8806.451,Conus,,,,,
10/25/2023,CONUS - STORAGE,10513.166,Conus,,,,,
10/26/2023,CONUS - STORAGE,10338.884,Conus,,,,,
10/27/2023,CONUS - STORAGE,10044.445,Conus,,,,,
10/28/2023,CONUS - STORAGE,12920.241,Conus,,,,,
10/29/2023,CONUS - STORAGE,10874.289,Conus,,,,,
10/30/2023,CONUS - STORAGE,-4492.547,Conus,,,,,
10/31/2023,CONUS - STORAGE,-9929.644,Conus,,,,,
11/1/2023,CONUS - STORAGE,-14498.556,Conus,,,,,
11/2/2023,CONUS - STORAGE,-8798.31,Conus,,,,,
11/3/2023,CONUS - STORAGE,2685.008,Conus,,,,,
11/4/2023,CONUS - STORAGE,13451.794,Conus,,,,,
11/5/2023,CONUS - STORAGE,16596.697,Conus,,,,,
11/6/2023,CONUS - STORAGE,9762.433,Conus,,,,,
11/7/2023,CONUS - STORAGE,8991.57,Conus,,,,,
11/8/2023,CONUS - STORAGE,5629.529,Conus,,,,,
11/9/2023,CONUS - STORAGE,6707.054,Conus,,,,,
11/10/2023,CONUS - STORAGE,26.725744,Conus,,,,,
11/11/2023,CONUS - STORAGE,6954.5723,Conus,,,,,
11/12/2023,CONUS - STORAGE,8584.913,Conus,,,,,
11/13/2023,CONUS - STORAGE,2577.2935,Conus,,,,,
11/14/2023,CONUS - STORAGE,1544.6515,Conus,,,,,
11/15/2023,CONUS - STORAGE,1522.4778,Conus,,,,,
11/16/2023,CONUS - STORAGE,6089.8916,Conus,,,,,
11/17/2023,CONUS - STORAGE,7520.0796,Conus,,,,,
11/18/2023,CONUS - STORAGE,11245.962,Conus,,,,,
11/19/2023,CONUS - STORAGE,10391.424,Conus,,,,,
11/20/2023,CONUS - STORAGE,-801.38873,Conus,,,,,
11/21/2023,CONUS - STORAGE,-3137.3398,Conus,,,,,
11/22/2023,CONUS - STORAGE,-2035.7639,Conus,,,,,
11/23/2023,CONUS - STORAGE,6288.695,Conus,,,,,
11/24/2023,CONUS - STORAGE,-13388.634,Conus,,,,,
11/25/2023,CONUS - STORAGE,-11792.245,Conus,,,,,
11/26/2023,CONUS - STORAGE,-7853.649,Conus,,,,,
11/27/2023,CONUS - STORAGE,-24169.174,Conus,,,,,
11/28/2023,CONUS - STORAGE,-29018.795,Conus,,,,,
11/29/2023,CONUS - STORAGE,-24844.928,Conus,,,,,
11/30/2023,CONUS - STORAGE,-10197.506,Conus,,,,,
12/1/2023,CONUS - STORAGE,-7126.1216,Conus,,,,,
12/2/2023,CONUS - STORAGE,4795.1074,Conus,,,,,
12/3/2023,CONUS - STORAGE,3966.4385,Conus,,,,,
12/4/2023,CONUS - STORAGE,-8164.164,Conus,,,,,
12/5/2023,CONUS - STORAGE,-11566.661,Conus,,,,,
12/6/2023,CONUS - STORAGE,-19053.996,Conus,,,,,
12/7/2023,CONUS - STORAGE,-14353.232,Conus,,,,,
12/8/2023,CONUS - STORAGE,-5969.106,Conus,,,,,
12/9/2023,CONUS - STORAGE,5249.726,Conus,,,,,
12/10/2023,CONUS - STORAGE,-2210.2886,Conus,,,,,
12/11/2023,CONUS - STORAGE,-17936.11,Conus,,,,,
12/12/2023,CONUS - STORAGE,-19566.723,Conus,,,,,
12/13/2023,CONUS - STORAGE,-17037.22,Conus,,,,,
12/14/2023,CONUS - STORAGE,-15980.981,Conus,,,,,
12/15/2023,CONUS - STORAGE,-8469.774,Conus,,,,,
12/16/2023,CONUS - STORAGE,1394.1578,Conus,,,,,
12/17/2023,CONUS - STORAGE,2896.0176,Conus,,,,,
12/18/2023,CONUS - STORAGE,-13225.953,Conus,,,,,
12/19/2023,CONUS - STORAGE,-24316.064,Conus,,,,,
12/20/2023,CONUS - STORAGE,-15749.096,Conus,,,,,
12/21/2023,CONUS - STORAGE,-12766.442,Conus,,,,,
12/22/2023,CONUS - STORAGE,-11873.637,Conus,,,,,
12/23/2023,CONUS - STORAGE,5274.1953,Conus,,,,,
12/24/2023,CONUS - STORAGE,7418.772,Conus,,,,,
12/25/2023,CONUS - STORAGE,8607.487,Conus,,,,,
12/26/2023,CONUS - STORAGE,-6704.213,Conus,,,,,
12/27/2023,CONUS - STORAGE,-8307.852,Conus,,,,,
12/28/2023,CONUS - STORAGE,-10938.887,Conus,,,,,
12/29/2023,CONUS - STORAGE,-15257.317,Conus,,,,,
12/30/2023,CONUS - STORAGE,-8058.515,Conus,,,,,
12/31/2023,CONUS - STORAGE,-10397.041,Conus,,,,,
1/1/2024,CONUS - STORAGE,-5716.571,Conus,,,,,
1/2/2024,CONUS - STORAGE,-25280.186,Conus,,,,,
1/3/2024,CONUS - STORAGE,-21328.918,Conus,,,,,
1/4/2024,CONUS - STORAGE,-25503.607,Conus,,,,,
1/5/2024,CONUS - STORAGE,-27113.266,Conus,,,,,
1/6/2024,CONUS - STORAGE,-13574.08,Conus,,,,,
1/7/2024,CONUS - STORAGE,-12873.872,Conus,,,,,
1/8/2024,CONUS - STORAGE,-22828.281,Conus,,,,,
1/9/2024,CONUS - STORAGE,-18980.232,Conus,,,,,
1/10/2024,CONUS - STORAGE,-19906.947,Conus,,,,,
1/11/2024,CONUS - STORAGE,-21056.156,Conus,,,,,
1/12/2024,CONUS - STORAGE,-27340.217,Conus,,,,,
1/13/2024,CONUS - STORAGE,-26392.754,Conus,,,,,
1/14/2024,CONUS - STORAGE,-43369.266,Conus,,,,,
1/15/2024,CONUS - STORAGE,-44584.96,Conus,,,,,
1/16/2024,CONUS - STORAGE,-60412.223,Conus,,,,,
1/17/2024,CONUS - STORAGE,-52450.78,Conus,,,,,
1/18/2024,CONUS - STORAGE,-29257.729,Conus,,,,,
1/19/2024,CONUS - STORAGE,-42303.88,Conus,,,,,
1/20/2024,CONUS - STORAGE,-62679.52,Conus,,,,,
1/21/2024,CONUS - STORAGE,-48746.25,Conus,,,,,
1/22/2024,CONUS - STORAGE,-34350.023,Conus,,,,,
1/23/2024,CONUS - STORAGE,-19379.604,Conus,,,,,
1/24/2024,CONUS - STORAGE,-9939.245,Conus,,,,,
1/25/2024,CONUS - STORAGE,-4979.046,Conus,,,,,
1/26/2024,CONUS - STORAGE,-4636.2354,Conus,,,,,
1/27/2024,CONUS - STORAGE,-499.43735,Conus,,,,,
1/28/2024,CONUS - STORAGE,-2693.1538,Conus,,,,,
1/29/2024,CONUS - STORAGE,-13415.632,Conus,,,,,
1/30/2024,CONUS - STORAGE,-16849.17,Conus,,,,,
1/31/2024,CONUS - STORAGE,-13034.148,Conus,,,,,
2/1/2024,CONUS - STORAGE,-10246.3955,Conus,,,,,
2/2/2024,CONUS - STORAGE,-10489.722,Conus,,,,,
2/3/2024,CONUS - STORAGE,-4332.898,Conus,,,,,
2/4/2024,CONUS - STORAGE,-3802.76,Conus,,,,,
2/5/2024,CONUS - STORAGE,-14413.625,Conus,,,,,
2/6/2024,CONUS - STORAGE,-15966.069,Conus,,,,,
2/7/2024,CONUS - STORAGE,-12597.629,Conus,,,,,
2/8/2024,CONUS - STORAGE,-7519.393,Conus,,,,,
2/9/2024,CONUS - STORAGE,-3565.5334,Conus,,,,,
2/10/2024,CONUS - STORAGE,4159.651,Conus,,,,,
2/11/2024,CONUS - STORAGE,859.9829,Conus,,,,,
2/12/2024,CONUS - STORAGE,-12631.081,Conus,,,,,
2/13/2024,CONUS - STORAGE,-15359.467,Conus,,,,,
2/14/2024,CONUS - STORAGE,-18391.316,Conus,,,,,
2/15/2024,CONUS - STORAGE,-13007.395,Conus,,,,,
2/16/2024,CONUS - STORAGE,-16247.87,Conus,,,,,
2/17/2024,CONUS - STORAGE,-21308.121,Conus,,,,,
2/18/2024,CONUS - STORAGE,-15899.782,Conus,,,,,
2/19/2024,CONUS - STORAGE,-18598.613,Conus,,,,,
2/20/2024,CONUS - STORAGE,-13662.418,Conus,,,,,
2/21/2024,CONUS - STORAGE,-7644.197,Conus,,,,,
2/22/2024,CONUS - STORAGE,-5757.683,Conus,,,,,
2/23/2024,CONUS - STORAGE,-5486.578,Conus,,,,,
2/24/2024,CONUS - STORAGE,-7214.936,Conus,,,,,
2/25/2024,CONUS - STORAGE,-4403.994,Conus,,,,,
2/26/2024,CONUS - STORAGE,-636.0307,Conus,,,,,
2/27/2024,CONUS - STORAGE,1733.0878,Conus,,,,,
2/28/2024,CONUS - STORAGE,-7175.141,Conus,,,,,
2/29/2024,CONUS - STORAGE,-21780.78,Conus,,,,,
3/1/2024,CONUS - STORAGE,-16190.54,Conus,,,,,
3/2/2024,CONUS - STORAGE,3103.6482,Conus,,,,,
3/3/2024,CONUS - STORAGE,9443.958,Conus,,,,,
3/4/2024,CONUS - STORAGE,1442.2146,Conus,,,,,
3/5/2024,CONUS - STORAGE,-2168.1707,Conus,,,,,
3/6/2024,CONUS - STORAGE,-4687.474,Conus,,,,,
3/7/2024,CONUS - STORAGE,-5120.113,Conus,,,,,
3/8/2024,CONUS - STORAGE,-7373.9106,Conus,,,,,
3/9/2024,CONUS - STORAGE,-627.7434,Conus,,,,,
3/10/2024,CONUS - STORAGE,-271.57706,Conus,,,,,
3/11/2024,CONUS - STORAGE,-4382.738,Conus,,,,,
3/12/2024,CONUS - STORAGE,2699.4023,Conus,,,,,
3/13/2024,CONUS - STORAGE,2799.4792,Conus,,,,,
3/14/2024,CONUS - STORAGE,3995.9883,Conus,,,,,
3/15/2024,CONUS - STORAGE,1928.7996,Conus,,,,,
3/16/2024,CONUS - STORAGE,6041.798,Conus,,,,,
3/17/2024,CONUS - STORAGE,2830.561,Conus,,,,,
3/18/2024,CONUS - STORAGE,-15609.412,Conus,,,,,
3/19/2024,CONUS - STORAGE,-12856.422,Conus,,,,,
3/20/2024,CONUS - STORAGE,-9382.684,Conus,,,,,
3/21/2024,CONUS - STORAGE,-14795.669,Conus,,,,,
3/22/2024,CONUS - STORAGE,-11990.792,Conus,,,,,
3/23/2024,CONUS - STORAGE,-3215.5422,Conus,,,,,
3/24/2024,CONUS - STORAGE,-3300.0894,Conus,,,,,
3/25/2024,CONUS - STORAGE,-5720.1123,Conus,,,,,
3/26/2024,CONUS - STORAGE,-8190.1924,Conus,,,,,
3/27/2024,CONUS - STORAGE,-9371.624,Conus,,,,,
3/28/2024,CONUS - STORAGE,-6652.4917,Conus,,,,,
3/29/2024,CONUS - STORAGE,-3239.0972,Conus,,,,,
3/30/2024,CONUS - STORAGE,8891.364,Conus,,,,,
3/31/2024,CONUS - STORAGE,9751.58,Conus,,,,,
4/1/2024,CONUS - STORAGE,2360.958,Conus,,,,,
4/2/2024,CONUS - STORAGE,1612.3582,Conus,,,,,
4/3/2024,CONUS - STORAGE,-3001.1042,Conus,,,,,
4/4/2024,CONUS - STORAGE,-6390.3477,Conus,,,,,
4/5/2024,CONUS - STORAGE,-6349.987,Conus,,,,,
4/6/2024,CONUS - STORAGE,2240.1719,Conus,,,,,
4/7/2024,CONUS - STORAGE,6499.673,Conus,,,,,
4/8/2024,CONUS - STORAGE,4101.476,Conus,,,,,
4/9/2024,CONUS - STORAGE,4930.6147,Conus,,,,,
4/10/2024,CONUS - STORAGE,5400.775,Conus,,,,,
4/11/2024,CONUS - STORAGE,4328.96,Conus,,,,,
4/12/2024,CONUS - STORAGE,7083.281,Conus,,,,,
4/13/2024,CONUS - STORAGE,13430.824,Conus,,,,,
4/14/2024,CONUS - STORAGE,15798.708,Conus,,,,,
4/15/2024,CONUS - STORAGE,9789.224,Conus,,,,,
4/16/2024,CONUS - STORAGE,9697.018,Conus,,,,,
4/17/2024,CONUS - STORAGE,9117.471,Conus,,,,,
4/18/2024,CONUS - STORAGE,6805.3657,Conus,,,,,
4/19/2024,CONUS - STORAGE,5237.0654,Conus,,,,,
4/20/2024,CONUS - STORAGE,10956.874,Conus,,,,,
4/21/2024,CONUS - STORAGE,6460.8843,Conus,,,,,
4/22/2024,CONUS - STORAGE,1593.6775,Conus,,,,,
4/23/2024,CONUS - STORAGE,4254.9146,Conus,,,,,
4/24/2024,CONUS - STORAGE,4783.1025,Conus,,,,,
4/25/2024,CONUS - STORAGE,1727.8345,Conus,,,,,
4/26/2024,CONUS - STORAGE,2963.5005,Conus,,,,,
4/27/2024,CONUS - STORAGE,13079.187,Conus,,,,,
4/28/2024,CONUS - STORAGE,14963.8545,Conus,,,,,
4/29/2024,CONUS - STORAGE,7579.046,Conus,,,,,
4/30/2024,CONUS - STORAGE,7077.18,Conus,,,,,
5/1/2024,CONUS - STORAGE,8332.248,Conus,,,,,
5/2/2024,CONUS - STORAGE,8036.0586,Conus,,,,,
5/3/2024,CONUS - STORAGE,7933.441,Conus,,,,,
5/4/2024,CONUS - STORAGE,13865.443,Conus,,,,,
5/5/2024,CONUS - STORAGE,13451.059,Conus,,,,,
5/6/2024,CONUS - STORAGE,6408.755,Conus,,,,,
5/7/2024,CONUS - STORAGE,4100.755,Conus,,,,,
5/8/2024,CONUS - STORAGE,4728.152,Conus,,,,,
5/9/2024,CONUS - STORAGE,4059.0933,Conus,,,,,
5/10/2024,CONUS - STORAGE,3238.6294,Conus,,,,,
5/11/2024,CONUS - STORAGE,12028.355,Conus,,,,,
5/12/2024,CONUS - STORAGE,12893.277,Conus,,,,,
5/13/2024,CONUS - STORAGE,6962.63,Conus,,,,,
5/14/2024,CONUS - STORAGE,6509.694,Conus,,,,,
5/15/2024,CONUS - STORAGE,6688.8105,Conus,,,,,
5/16/2024,CONUS - STORAGE,7384.995,Conus,,,,,
5/17/2024,CONUS - STORAGE,7992.011,Conus,,,,,
5/18/2024,CONUS - STORAGE,13536.969,Conus,,,,,
5/19/2024,CONUS - STORAGE,14253.959,Conus,,,,,
5/20/2024,CONUS - STORAGE,8259.158,Conus,,,,,
5/21/2024,CONUS - STORAGE,7302.639,Conus,,,,,
5/22/2024,CONUS - STORAGE,7379.1616,Conus,,,,,
5/23/2024,CONUS - STORAGE,6736.1206,Conus,,,,,
5/24/2024,CONUS - STORAGE,6008.4414,Conus,,,,,
5/25/2024,CONUS - STORAGE,13049.468,Conus,,,,,
5/26/2024,CONUS - STORAGE,12438.261,Conus,,,,,
5/27/2024,CONUS - STORAGE,16169.149,Conus,,,,,
5/28/2024,CONUS - STORAGE,6723.129,Conus,,,,,
5/29/2024,CONUS - STORAGE,6604.647,Conus,,,,,
5/30/2024,CONUS - STORAGE,7221.7173,Conus,,,,,
5/31/2024,CONUS - STORAGE,7797.245,Conus,,,,,
6/1/2024,CONUS - STORAGE,13085.163,Conus,,,,,
6/2/2024,CONUS - STORAGE,13318.269,Conus,,,,,
6/3/2024,CONUS - STORAGE,6081.6133,Conus,,,,,
6/4/2024,CONUS - STORAGE,4469.554,Conus,,,,,
6/5/2024,CONUS - STORAGE,4436.5225,Conus,,,,,
6/6/2024,CONUS - STORAGE,3129.9995,Conus,,,,,
6/7/2024,CONUS - STORAGE,4437.8354,Conus,,,,,
6/8/2024,CONUS - STORAGE,11730.629,Conus,,,,,
6/9/2024,CONUS - STORAGE,12101.915,Conus,,,,,
6/10/2024,CONUS - STORAGE,5223.1704,Conus,,,,,
6/11/2024,CONUS - STORAGE,5948.9434,Conus,,,,,
6/12/2024,CONUS - STORAGE,5704.867,Conus,,,,,
6/13/2024,CONUS - STORAGE,5314.5605,Conus,,,,,
6/14/2024,CONUS - STORAGE,5170.08,Conus,,,,,
6/15/2024,CONUS - STORAGE,13201.791,Conus,,,,,
6/16/2024,CONUS - STORAGE,12810.317,Conus,,,,,
6/17/2024,CONUS - STORAGE,4702.0444,Conus,,,,,
6/18/2024,CONUS - STORAGE,2065.4692,Conus,,,,,
6/19/2024,CONUS - STORAGE,4179.4443,Conus,,,,,
6/20/2024,CONUS - STORAGE,4016.898,Conus,,,,,
6/21/2024,CONUS - STORAGE,3859.7231,Conus,,,,,
6/22/2024,CONUS - STORAGE,8636.429,Conus,,,,,
6/23/2024,CONUS - STORAGE,8027.945,Conus,,,,,
6/24/2024,CONUS - STORAGE,1550.5403,Conus,,,,,
6/25/2024,CONUS - STORAGE,2609.1138,Conus,,,,,
6/26/2024,CONUS - STORAGE,816.0557,Conus,,,,,
6/27/2024,CONUS - STORAGE,3709.5657,Conus,,,,,
6/28/2024,CONUS - STORAGE,4374.148,Conus,,,,,
6/29/2024,CONUS - STORAGE,10863.378,Conus,,,,,
6/30/2024,CONUS - STORAGE,10657.388,Conus,,,,,
7/1/2024,CONUS - STORAGE,1441.6884,Conus,,,,,
7/2/2024,CONUS - STORAGE,776.8957,Conus,,,,,
7/3/2024,CONUS - STORAGE,-227.4478,Conus,,,,,
7/4/2024,CONUS - STORAGE,10298.006,Conus,,,,,
7/5/2024,CONUS - STORAGE,-1067.15,Conus,,,,,
7/6/2024,CONUS - STORAGE,6361.0376,Conus,,,,,
7/7/2024,CONUS - STORAGE,13228.234,Conus,,,,,
7/8/2024,CONUS - STORAGE,735.0063,Conus,,,,,
7/9/2024,CONUS - STORAGE,-893.87994,Conus,,,,,
7/10/2024,CONUS - STORAGE,-1499.3721,Conus,,,,,
7/11/2024,CONUS - STORAGE,-714.7639,Conus,,,,,
7/12/2024,CONUS - STORAGE,1661.7163,Conus,,,,,
7/13/2024,CONUS - STORAGE,8118.1846,Conus,,,,,
7/14/2024,CONUS - STORAGE,6231.8857,Conus,,,,,
7/15/2024,CONUS - STORAGE,-2745.8887,Conus,,,,,
7/16/2024,CONUS - STORAGE,-2596.2737,Conus,,,,,
7/17/2024,CONUS - STORAGE,-1207.7148,Conus,,,,,
7/18/2024,CONUS - STORAGE,1629.6216,Conus,,,,,
7/19/2024,CONUS - STORAGE,1875.2936,Conus,,,,,
7/20/2024,CONUS - STORAGE,9918.348,Conus,,,,,
7/21/2024,CONUS - STORAGE,10083.325,Conus,,,,,
7/22/2024,CONUS - STORAGE,3419.3618,Conus,,,,,
7/23/2024,CONUS - STORAGE,1762.2896,Conus,,,,,
7/24/2024,CONUS - STORAGE,2009.9646,Conus,,,,,
7/25/2024,CONUS - STORAGE,1784.4526,Conus,,,,,
7/26/2024,CONUS - STORAGE,3985.552,Conus,,,,,
7/27/2024,CONUS - STORAGE,10328.902,Conus,,,,,
7/28/2024,CONUS - STORAGE,10359.348,Conus,,,,,
7/29/2024,CONUS - STORAGE,1646.3264,Conus,,,,,
7/30/2024,CONUS - STORAGE,50.883408,Conus,,,,,
7/31/2024,CONUS - STORAGE,-868.1658,Conus,,,,,
8/1/2024,CONUS - STORAGE,-852.8473,Conus,,,,,
8/2/2024,CONUS - STORAGE,-3452.3328,Conus,,,,,
8/3/2024,CONUS - STORAGE,6372.5244,Conus,,,,,
8/4/2024,CONUS - STORAGE,7831.739,Conus,,,,,
8/5/2024,CONUS - STORAGE,-919.4368,Conus,,,,,
8/6/2024,CONUS - STORAGE,-2378.7512,Conus,,,,,
8/7/2024,CONUS - STORAGE,-2280.7988,Conus,,,,,
8/8/2024,CONUS - STORAGE,-1481.1322,Conus,,,,,
8/9/2024,CONUS - STORAGE,-1786.2712,Conus,,,,,
8/10/2024,CONUS - STORAGE,7221.9463,Conus,,,,,
8/11/2024,CONUS - STORAGE,8174.763,Conus,,,,,
8/12/2024,CONUS - STORAGE,1345.206,Conus,,,,,
8/13/2024,CONUS - STORAGE,113.0517,Conus,,,,,
8/14/2024,CONUS - STORAGE,-768.7061,Conus,,,,,
8/15/2024,CONUS - STORAGE,-1536.0083,Conus,,,,,
8/16/2024,CONUS - STORAGE,-2260.3174,Conus,,,,,
8/17/2024,CONUS - STORAGE,5975.765,Conus,,,,,
8/18/2024,CONUS - STORAGE,7030.7476,Conus,,,,,
8/19/2024,CONUS - STORAGE,-1634.2665,Conus,,,,,
8/20/2024,CONUS - STORAGE,-1741.6139,Conus,,,,,
8/21/2024,CONUS - STORAGE,-746.41986,Conus,,,,,
8/22/2024,CONUS - STORAGE,1996.2352,Conus,,,,,
8/23/2024,CONUS - STORAGE,2877.8862,Conus,,,,,
8/24/2024,CONUS - STORAGE,8178.6274,Conus,,,,,
8/25/2024,CONUS - STORAGE,10433.598,Conus,,,,,
8/26/2024,CONUS - STORAGE,775.0102,Conus,,,,,
8/27/2024,CONUS - STORAGE,185.81451,Conus,,,,,
8/28/2024,CONUS - STORAGE,489.41928,Conus,,,,,
8/29/2024,CONUS - STORAGE,1601.5359,Conus,,,,,
8/30/2024,CONUS - STORAGE,427.75604,Conus,,,,,
8/31/2024,CONUS - STORAGE,7810.282,Conus,,,,,
9/1/2024,CONUS - STORAGE,7976.8623,Conus,,,,,
9/2/2024,CONUS - STORAGE,13403.866,Conus,,,,,
9/3/2024,CONUS - STORAGE,3327.6416,Conus,,,,,
9/4/2024,CONUS - STORAGE,2613.9375,Conus,,,,,
9/5/2024,CONUS - STORAGE,837.4547,Conus,,,,,
9/6/2024,CONUS - STORAGE,1355.022,Conus,,,,,
9/7/2024,CONUS - STORAGE,9418.464,Conus,,,,,
9/8/2024,CONUS - STORAGE,9727.012,Conus,,,,,
9/9/2024,CONUS - STORAGE,3542.4119,Conus,,,,,
9/10/2024,CONUS - STORAGE,5139.308,Conus,,,,,
9/11/2024,CONUS - STORAGE,6110.4604,Conus,,,,,
9/12/2024,CONUS - STORAGE,5812.7876,Conus,,,,,
9/13/2024,CONUS - STORAGE,5534.3716,Conus,,,,,
9/14/2024,CONUS - STORAGE,10632.212,Conus,,,,,
9/15/2024,CONUS - STORAGE,12132.572,Conus,,,,,
9/16/2024,CONUS - STORAGE,6143.649,Conus,,,,,
9/17/2024,CONUS - STORAGE,5245.708,Conus,,,,,
9/18/2024,CONUS - STORAGE,4592.4976,Conus,,,,,
9/19/2024,CONUS - STORAGE,3462.9148,Conus,,,,,
9/20/2024,CONUS - STORAGE,3910.5793,Conus,,,,,
9/21/2024,CONUS - STORAGE,11909.574,Conus,,,,,
9/22/2024,CONUS - STORAGE,12445.101,Conus,,,,,
9/23/2024,CONUS - STORAGE,5045.9385,Conus,,,,,
9/24/2024,CONUS - STORAGE,4386.4824,Conus,,,,,
9/25/2024,CONUS - STORAGE,5479.812,Conus,,,,,
9/26/2024,CONUS - STORAGE,6217.415,Conus,,,,,
9/27/2024,CONUS - STORAGE,5817.7983,Conus,,,,,
9/28/2024,CONUS - STORAGE,13471.833,Conus,,,,,
9/29/2024,CONUS - STORAGE,13839.251,Conus,,,,,
9/30/2024,CONUS - STORAGE,7755.356,Conus,,,,,
10/1/2024,CONUS - STORAGE,5410.0903,Conus,,,,,
10/2/2024,CONUS - STORAGE,6417.5034,Conus,,,,,
10/3/2024,CONUS - STORAGE,5479.4487,Conus,,,,,
10/4/2024,CONUS - STORAGE,5549.0054,Conus,,,,,
10/5/2024,CONUS - STORAGE,13484.601,Conus,,,,,
10/6/2024,CONUS - STORAGE,13574.963,Conus,,,,,
10/7/2024,CONUS - STORAGE,6393.7607,Conus,,,,,
10/8/2024,CONUS - STORAGE,7052.0557,Conus,,,,,
10/9/2024,CONUS - STORAGE,8030.9473,Conus,,,,,
10/10/2024,CONUS - STORAGE,7905.2153,Conus,,,,,
10/11/2024,CONUS - STORAGE,8482.322,Conus,,,,,
10/12/2024,CONUS - STORAGE,15434.257,Conus,,,,,
10/13/2024,CONUS - STORAGE,14511.033,Conus,,,,,
10/14/2024,CONUS - STORAGE,5749.775,Conus,,,,,
10/15/2024,CONUS - STORAGE,897.2499,Conus,,,,,
10/16/2024,CONUS - STORAGE,-251.08255,Conus,,,,,
10/17/2024,CONUS - STORAGE,30.445892,Conus,,,,,
10/18/2024,CONUS - STORAGE,5111.791,Conus,,,,,
10/19/2024,CONUS - STORAGE,12938.517,Conus,,,,,
10/20/2024,CONUS - STORAGE,15285.341,Conus,,,,,
10/21/2024,CONUS - STORAGE,9589.862,Conus,,,,,
10/22/2024,CONUS - STORAGE,8996.149,Conus,,,,,
10/23/2024,CONUS - STORAGE,7441.9966,Conus,,,,,
10/24/2024,CONUS - STORAGE,7128.707,Conus,,,,,
10/25/2024,CONUS - STORAGE,7210.34,Conus,,,,,
10/26/2024,CONUS - STORAGE,13539.666,Conus,,,,,
10/27/2024,CONUS - STORAGE,11361.535,Conus,,,,,
10/28/2024,CONUS - STORAGE,5336.8726,Conus,,,,,
10/29/2024,CONUS - STORAGE,7631.601,Conus,,,,,
10/30/2024,CONUS - STORAGE,6975.3,Conus,,,,,
10/31/2024,CONUS - STORAGE,6604.9087,Conus,,,,,
11/1/2024,CONUS - STORAGE,6207.805,Conus,,,,,
11/2/2024,CONUS - STORAGE,12576.179,Conus,,,,,
11/3/2024,CONUS - STORAGE,7431.709,Conus,,,,,
11/4/2024,CONUS - STORAGE,7470.0283,Conus,,,,,
11/5/2024,CONUS - STORAGE,5778.585,Conus,,,,,
11/6/2024,CONUS - STORAGE,3231.534,Conus,,,,,
11/7/2024,CONUS - STORAGE,3565.3198,Conus,,,,,
11/8/2024,CONUS - STORAGE,2393.0828,Conus,,,,,
11/9/2024,CONUS - STORAGE,6574.1523,Conus,,,,,
11/10/2024,CONUS - STORAGE,8882.508,Conus,,,,,
11/11/2024,CONUS - STORAGE,1892.7882,Conus,,,,,
11/12/2024,CONUS - STORAGE,-7695.394,Conus,,,,,
11/13/2024,CONUS - STORAGE,-4038.2527,Conus,,,,,
11/14/2024,CONUS - STORAGE,-2901.5615,Conus,,,,,
11/15/2024,CONUS - STORAGE,-1096.594,Conus,,,,,
11/16/2024,CONUS - STORAGE,8536.278,Conus,,,,,
11/17/2024,CONUS - STORAGE,10268.865,Conus,,,,,
11/18/2024,CONUS - STORAGE,3798.553,Conus,,,,,
11/19/2024,CONUS - STORAGE,571.037,Conus,,,,,
11/20/2024,CONUS - STORAGE,-2783.0874,Conus,,,,,
11/21/2024,CONUS - STORAGE,-8188.5347,Conus,,,,,
11/22/2024,CONUS - STORAGE,-10014.304,Conus,,,,,
11/23/2024,CONUS - STORAGE,3278.636,Conus,,,,,
11/24/2024,CONUS - STORAGE,7365.379,Conus,,,,,
11/25/2024,CONUS - STORAGE,-2048.676,Conus,,,,,
11/26/2024,CONUS - STORAGE,-7265.5693,Conus,,,,,
11/27/2024,CONUS - STORAGE,-7688.592,Conus,,,,,
11/28/2024,CONUS - STORAGE,155.96596,Conus,,,,,
11/29/2024,CONUS - STORAGE,-26877.115,Conus,,,,,
11/30/2024,CONUS - STORAGE,-20190.484,Conus,,,,,
12/1/2024,CONUS - STORAGE,-17927.186,Conus,,,,,
12/2/2024,CONUS - STORAGE,-32339.799,Conus,,,,,
12/3/2024,CONUS - STORAGE,-28835.7,Conus,,,,,
12/4/2024,CONUS - STORAGE,-23734.328,Conus,,,,,
